"","age","gender","status","salary","bank"
"1987",49,"Female","Divorced",3713,"bandit-donsaluste"
"1988",35,"Male","Married",3939,"bandit-radinou"
"1989",49,"Female","Married",4061,"bandit-donsaluste"
"1990",20,"Female","Single",2160,"bandit-radinou"
"1991",47,"Female","Married",3272,"bandit-donsaluste"
"1992",37,"Female","Divorced",3924,"bandit-picsou"
"1993",68,"Male","Married",4547,"bandit-donsaluste"
"1994",21,"Male","Single",2477,"bandit-donsaluste"
"1995",72,"Female","Married",5158,"bandit-profit"
"1996",32,"Female","Single",3207,"bandit-donsaluste"
"1997",34,"Male","Single",2919,"bandit-picsou"
"1998",50,"Male","Single",3531,"bandit-picsou"
"1999",30,"Male","Married",3763,"bandit-picsou"
"2000",32,"Female","Single",3658,"bandit-picsou"
"2001",24,"Male","Single",3065,"bandit-radinou"
"2002",66,"Female","Married",5092,"bandit-profit"
"2003",78,"Male","Married",5577,"bandit-radinou"
"2004",25,"Male","Single",2839,"bandit-donsaluste"
"2005",61,"Female","Married",4632,"bandit-radinou"
"2006",58,"Female","Divorced",4874,"bandit-profit"
"2007",24,"Male","Single",2483,"bandit-radinou"
"2008",26,"Female","Single",3183,"bandit-picsou"
"2009",80,"Female","Divorced",5187,"bandit-profit"
"2010",35,"Male","Single",3946,"bandit-profit"
"2011",88,"Male","Widowed",5080,"bandit-picsou"
"2012",24,"Male","Single",2512,"bandit-profit"
"2013",38,"Female","Married",3667,"bandit-donsaluste"
"2014",61,"Female","Married",4654,"bandit-picsou"
"2015",45,"Female","Divorced",4608,"bandit-donsaluste"
"2016",62,"Female","Married",5105,"bandit-profit"
"2017",18,"Male","Single",1989,"bandit-radinou"
"2018",49,"Male","Married",4789,"bandit-picsou"
"2019",46,"Male","Married",3801,"bandit-profit"
"2020",81,"Female","Widowed",5526,"bandit-radinou"
"2021",51,"Male","Single",4561,"bandit-donsaluste"
"2022",55,"Female","Married",5236,"bandit-donsaluste"
"2023",58,"Male","Widowed",4915,"bandit-donsaluste"
"2024",69,"Female","Married",4832,"bandit-profit"
"2025",62,"Male","Divorced",5011,"bandit-picsou"
"2026",66,"Male","Married",4782,"bandit-profit"
"2027",72,"Male","Widowed",4393,"bandit-donsaluste"
"2028",32,"Male","Single",2776,"bandit-picsou"
"2029",35,"Female","Single",3916,"bandit-picsou"
"2030",44,"Male","Married",3683,"bandit-radinou"
"2031",60,"Female","Married",4408,"bandit-donsaluste"
"2032",52,"Female","Married",4000,"bandit-profit"
"2033",50,"Male","Married",3848,"bandit-donsaluste"
"2034",43,"Female","Single",4033,"bandit-picsou"
"2035",79,"Female","Married",4979,"bandit-profit"
"2036",29,"Female","Single",2978,"bandit-donsaluste"
"2037",24,"Female","Single",2794,"bandit-picsou"
"2038",47,"Male","Married",3762,"bandit-radinou"
"2039",52,"Female","Married",4183,"bandit-profit"
"2040",49,"Male","Single",5094,"bandit-donsaluste"
"2041",29,"Female","Single",2681,"bandit-radinou"
"2042",64,"Male","Married",4845,"bandit-donsaluste"
"2043",56,"Male","Married",4411,"bandit-donsaluste"
"2044",20,"Female","Single",2719,"bandit-donsaluste"
"2045",66,"Male","Married",5775,"bandit-donsaluste"
"2046",23,"Female","Single",2982,"bandit-donsaluste"
"2047",32,"Female","Single",3637,"bandit-picsou"
"2048",23,"Male","Single",3389,"bandit-radinou"
"2049",27,"Male","Single",2726,"bandit-donsaluste"
"2050",64,"Female","Married",4119,"bandit-picsou"
"2051",28,"Female","Married",3169,"bandit-donsaluste"
"2052",23,"Male","Single",3203,"bandit-donsaluste"
"2053",76,"Female","Married",5551,"bandit-profit"
"2054",29,"Female","Married",3451,"bandit-picsou"
"2055",57,"Female","Single",4816,"bandit-profit"
"2056",73,"Female","Single",5019,"bandit-picsou"
"2057",74,"Male","Married",4777,"bandit-profit"
"2058",84,"Female","Married",5089,"bandit-profit"
"2059",43,"Female","Married",3632,"bandit-profit"
"2060",50,"Female","Single",4746,"bandit-profit"
"2061",65,"Male","Married",5530,"bandit-donsaluste"
"2062",23,"Female","Single",2582,"bandit-donsaluste"
"2063",77,"Female","Married",4625,"bandit-donsaluste"
"2064",74,"Male","Married",5161,"bandit-profit"
"2065",23,"Male","Single",2179,"bandit-radinou"
"2066",52,"Female","Married",4017,"bandit-profit"
"2067",64,"Female","Married",4642,"bandit-profit"
"2068",51,"Male","Divorced",4629,"bandit-profit"
"2069",47,"Female","Divorced",3860,"bandit-donsaluste"
"2070",53,"Female","Single",4574,"bandit-donsaluste"
"2071",75,"Female","Married",5134,"bandit-profit"
"2072",37,"Female","Single",4432,"bandit-picsou"
"2073",61,"Female","Single",5345,"bandit-profit"
"2074",48,"Male","Married",3384,"bandit-donsaluste"
"2075",53,"Male","Divorced",3861,"bandit-profit"
"2076",41,"Female","Divorced",4150,"bandit-picsou"
"2077",56,"Male","Married",4018,"bandit-donsaluste"
"2078",45,"Female","Married",4095,"bandit-donsaluste"
"2079",28,"Female","Single",2459,"bandit-picsou"
"2080",24,"Male","Single",3110,"bandit-picsou"
"2081",75,"Female","Married",4715,"bandit-profit"
"2082",57,"Male","Divorced",4407,"bandit-profit"
"2083",63,"Male","Single",4737,"bandit-profit"
"2084",44,"Male","Married",4380,"bandit-donsaluste"
"2085",20,"Female","Single",2329,"bandit-radinou"
"2086",31,"Male","Married",2832,"bandit-picsou"
"2087",46,"Male","Married",4528,"bandit-donsaluste"
"2088",48,"Female","Married",4455,"bandit-donsaluste"
"2089",31,"Male","Single",3530,"bandit-picsou"
"2090",53,"Male","Single",3800,"bandit-picsou"
"2091",63,"Male","Married",5257,"bandit-picsou"
"2092",38,"Female","Single",3560,"bandit-picsou"
"2093",34,"Male","Single",3125,"bandit-picsou"
"2094",78,"Male","Divorced",4707,"bandit-donsaluste"
"2095",68,"Male","Married",4724,"bandit-picsou"
"2096",59,"Female","Married",3998,"bandit-donsaluste"
"2097",44,"Female","Married",3820,"bandit-donsaluste"
"2098",49,"Male","Divorced",4505,"bandit-donsaluste"
"2099",70,"Female","Widowed",5143,"bandit-donsaluste"
"2100",53,"Female","Divorced",3864,"bandit-donsaluste"
"2101",26,"Male","Single",2947,"bandit-profit"
"2102",71,"Female","Widowed",5137,"bandit-donsaluste"
"2103",82,"Female","Married",4966,"bandit-picsou"
"2104",53,"Male","Married",4016,"bandit-profit"
"2105",33,"Male","Married",3328,"bandit-picsou"
"2106",32,"Female","Single",3373,"bandit-radinou"
"2107",37,"Female","Single",3636,"bandit-donsaluste"
"2108",50,"Female","Single",5085,"bandit-donsaluste"
"2109",31,"Female","Married",3470,"bandit-radinou"
"2110",33,"Male","Single",3801,"bandit-picsou"
"2111",34,"Female","Single",2853,"bandit-donsaluste"
"2112",53,"Male","Married",4123,"bandit-profit"
"2113",27,"Female","Single",3338,"bandit-picsou"
"2114",68,"Female","Married",5327,"bandit-radinou"
"2115",55,"Female","Widowed",4810,"bandit-radinou"
"2116",30,"Female","Single",3118,"bandit-picsou"
"2117",57,"Female","Married",4531,"bandit-profit"
"2118",26,"Female","Single",2778,"bandit-donsaluste"
"2119",45,"Female","Married",5357,"bandit-donsaluste"
"2120",56,"Female","Married",4914,"bandit-donsaluste"
"2121",96,"Male","Widowed",5088,"bandit-profit"
"2122",34,"Female","Single",3654,"bandit-donsaluste"
"2123",28,"Male","Single",3049,"bandit-radinou"
"2124",23,"Female","Single",2464,"bandit-picsou"
"2125",48,"Female","Single",4670,"bandit-donsaluste"
"2126",38,"Female","Single",3648,"bandit-picsou"
"2127",53,"Female","Single",4271,"bandit-profit"
"2128",22,"Female","Single",2031,"bandit-picsou"
"2129",25,"Male","Single",2972,"bandit-picsou"
"2130",59,"Female","Divorced",4604,"bandit-donsaluste"
"2131",57,"Male","Married",4714,"bandit-donsaluste"
"2132",21,"Male","Single",3066,"bandit-radinou"
"2133",68,"Male","Married",4379,"bandit-donsaluste"
"2134",66,"Male","Married",4419,"bandit-donsaluste"
"2135",43,"Female","Married",4603,"bandit-donsaluste"
"2136",74,"Male","Divorced",4918,"bandit-profit"
"2137",36,"Female","Single",3297,"bandit-profit"
"2138",19,"Female","Single",2095,"bandit-profit"
"2139",20,"Female","Single",2729,"bandit-donsaluste"
"2140",59,"Female","Married",4710,"bandit-donsaluste"
"2141",80,"Male","Married",4497,"bandit-donsaluste"
"2142",37,"Female","Married",3319,"bandit-radinou"
"2143",62,"Male","Married",4916,"bandit-profit"
"2144",48,"Male","Married",4413,"bandit-profit"
"2145",26,"Male","Single",2598,"bandit-picsou"
"2146",64,"Male","Married",4833,"bandit-donsaluste"
"2147",43,"Female","Married",3835,"bandit-picsou"
"2148",56,"Male","Married",4362,"bandit-donsaluste"
"2149",74,"Female","Married",5725,"bandit-picsou"
"2150",82,"Female","Widowed",6090,"bandit-profit"
"2151",39,"Female","Single",3867,"bandit-radinou"
"2152",82,"Male","Divorced",4710,"bandit-donsaluste"
"2153",45,"Male","Married",4209,"bandit-picsou"
"2154",40,"Male","Single",4254,"bandit-radinou"
"2155",54,"Male","Divorced",4791,"bandit-donsaluste"
"2156",53,"Male","Single",4513,"bandit-donsaluste"
"2157",84,"Female","Widowed",5002,"bandit-donsaluste"
"2158",50,"Female","Married",4147,"bandit-donsaluste"
"2159",21,"Male","Married",3045,"bandit-radinou"
"2160",22,"Female","Single",2818,"bandit-radinou"
"2161",48,"Female","Married",3342,"bandit-donsaluste"
"2162",45,"Female","Single",3979,"bandit-radinou"
"2163",53,"Male","Married",5214,"bandit-donsaluste"
"2164",87,"Male","Widowed",4897,"bandit-profit"
"2165",69,"Male","Married",4760,"bandit-profit"
"2166",28,"Male","Single",3565,"bandit-radinou"
"2167",43,"Male","Married",3168,"bandit-picsou"
"2168",34,"Male","Single",3588,"bandit-picsou"
"2169",36,"Male","Married",3938,"bandit-radinou"
"2170",35,"Male","Married",4386,"bandit-picsou"
"2171",52,"Female","Divorced",4076,"bandit-donsaluste"
"2172",39,"Female","Single",3503,"bandit-profit"
"2173",22,"Male","Single",2996,"bandit-picsou"
"2174",52,"Male","Single",4581,"bandit-picsou"
"2175",93,"Female","Widowed",4765,"bandit-profit"
"2176",24,"Female","Single",2156,"bandit-picsou"
"2177",36,"Male","Married",3761,"bandit-donsaluste"
"2178",67,"Female","Divorced",4083,"bandit-picsou"
"2179",30,"Female","Married",3535,"bandit-radinou"
"2180",41,"Female","Married",3934,"bandit-radinou"
"2181",22,"Male","Single",2532,"bandit-picsou"
"2182",25,"Female","Single",3093,"bandit-picsou"
"2183",24,"Male","Single",2532,"bandit-profit"
"2184",73,"Male","Married",5449,"bandit-profit"
"2185",61,"Male","Single",5249,"bandit-donsaluste"
"2186",70,"Female","Married",4857,"bandit-profit"
"2187",63,"Male","Married",5437,"bandit-profit"
"2188",42,"Male","Married",4417,"bandit-radinou"
"2189",53,"Male","Divorced",4211,"bandit-profit"
"2190",76,"Female","Married",4579,"bandit-donsaluste"
"2191",29,"Male","Single",3496,"bandit-radinou"
"2192",48,"Female","Divorced",4313,"bandit-profit"
"2193",72,"Female","Married",5284,"bandit-profit"
"2194",55,"Male","Married",4931,"bandit-donsaluste"
"2195",47,"Female","Married",4410,"bandit-donsaluste"
"2196",27,"Male","Single",3496,"bandit-picsou"
"2197",60,"Female","Married",5474,"bandit-donsaluste"
"2198",42,"Female","Divorced",3872,"bandit-donsaluste"
"2199",51,"Male","Single",4862,"bandit-donsaluste"
"2200",27,"Male","Single",3347,"bandit-donsaluste"
"2201",64,"Female","Married",5319,"bandit-profit"
"2202",59,"Male","Married",5580,"bandit-profit"
"2203",45,"Male","Married",4998,"bandit-profit"
"2204",59,"Female","Married",4472,"bandit-profit"
"2205",41,"Male","Married",4313,"bandit-donsaluste"
"2206",62,"Male","Married",4685,"bandit-donsaluste"
"2207",93,"Female","Divorced",5008,"bandit-profit"
"2208",39,"Female","Married",4279,"bandit-radinou"
"2209",38,"Male","Single",3752,"bandit-donsaluste"
"2210",57,"Female","Single",4361,"bandit-picsou"
"2211",34,"Male","Single",3272,"bandit-picsou"
"2212",68,"Male","Married",5513,"bandit-profit"
"2213",68,"Male","Married",5062,"bandit-profit"
"2214",30,"Male","Single",3164,"bandit-profit"
"2215",41,"Male","Married",3899,"bandit-donsaluste"
"2216",45,"Female","Single",4873,"bandit-radinou"
"2217",32,"Female","Married",3670,"bandit-profit"
"2218",39,"Male","Divorced",3719,"bandit-picsou"
"2219",55,"Male","Divorced",4083,"bandit-profit"
"2220",60,"Female","Married",4281,"bandit-picsou"
"2221",71,"Female","Divorced",5016,"bandit-donsaluste"
"2222",46,"Male","Married",3059,"bandit-profit"
"2223",85,"Female","Divorced",4066,"bandit-profit"
"2224",39,"Female","Married",3506,"bandit-picsou"
"2225",61,"Female","Divorced",5029,"bandit-profit"
"2226",45,"Male","Married",4127,"bandit-donsaluste"
"2227",48,"Female","Divorced",3654,"bandit-donsaluste"
"2228",35,"Male","Divorced",3450,"bandit-picsou"
"2229",46,"Female","Married",4132,"bandit-picsou"
"2230",43,"Female","Divorced",4301,"bandit-donsaluste"
"2231",33,"Female","Single",3313,"bandit-picsou"
"2232",43,"Female","Married",3819,"bandit-picsou"
"2233",67,"Female","Divorced",4719,"bandit-donsaluste"
"2234",65,"Male","Married",5199,"bandit-donsaluste"
"2235",57,"Female","Married",4505,"bandit-profit"
"2236",21,"Male","Single",2265,"bandit-radinou"
"2237",23,"Female","Single",3080,"bandit-picsou"
"2238",42,"Female","Single",4555,"bandit-profit"
"2239",77,"Female","Widowed",5148,"bandit-profit"
"2240",58,"Male","Divorced",4357,"bandit-profit"
"2241",53,"Male","Married",3352,"bandit-profit"
"2242",66,"Male","Married",4955,"bandit-donsaluste"
"2243",73,"Male","Single",5384,"bandit-donsaluste"
"2244",49,"Male","Married",3655,"bandit-radinou"
"2245",49,"Female","Single",4317,"bandit-radinou"
"2246",26,"Female","Single",2965,"bandit-picsou"
"2247",39,"Male","Married",3439,"bandit-donsaluste"
"2248",64,"Female","Married",4894,"bandit-radinou"
"2249",30,"Male","Married",3682,"bandit-picsou"
"2250",36,"Female","Divorced",3658,"bandit-picsou"
"2251",26,"Male","Single",2769,"bandit-radinou"
"2252",65,"Male","Married",4531,"bandit-picsou"
"2253",54,"Male","Divorced",4006,"bandit-donsaluste"
"2254",79,"Male","Married",4438,"bandit-radinou"
"2255",60,"Male","Married",5868,"bandit-donsaluste"
"2256",20,"Female","Single",2413,"bandit-radinou"
"2257",25,"Female","Single",3145,"bandit-donsaluste"
"2258",41,"Female","Single",4061,"bandit-picsou"
"2259",32,"Male","Single",3816,"bandit-profit"
"2260",59,"Female","Divorced",4274,"bandit-profit"
"2261",41,"Male","Divorced",4282,"bandit-donsaluste"
"2262",25,"Female","Single",2840,"bandit-donsaluste"
"2263",72,"Female","Married",4837,"bandit-profit"
"2264",42,"Male","Single",4819,"bandit-donsaluste"
"2265",74,"Male","Divorced",4811,"bandit-donsaluste"
"2266",64,"Male","Divorced",5200,"bandit-donsaluste"
"2267",33,"Female","Single",4044,"bandit-donsaluste"
"2268",81,"Male","Married",4875,"bandit-donsaluste"
"2269",73,"Female","Divorced",3797,"bandit-radinou"
"2270",73,"Female","Divorced",5033,"bandit-profit"
"2271",39,"Male","Single",3570,"bandit-picsou"
"2272",71,"Male","Widowed",5471,"bandit-profit"
"2273",31,"Female","Married",3246,"bandit-profit"
"2274",56,"Female","Single",4322,"bandit-picsou"
"2275",61,"Male","Married",4611,"bandit-donsaluste"
"2276",69,"Female","Married",4505,"bandit-picsou"
"2277",74,"Female","Single",5138,"bandit-profit"
"2278",29,"Male","Married",3577,"bandit-radinou"
"2279",38,"Female","Married",4173,"bandit-picsou"
"2280",24,"Female","Single",2927,"bandit-picsou"
"2281",59,"Female","Married",5931,"bandit-profit"
"2282",34,"Female","Single",3286,"bandit-picsou"
"2283",34,"Male","Single",2946,"bandit-radinou"
"2284",36,"Female","Married",3962,"bandit-picsou"
"2285",37,"Male","Married",4001,"bandit-picsou"
"2286",28,"Female","Single",2888,"bandit-donsaluste"
"2287",83,"Female","Widowed",4682,"bandit-profit"
"2288",55,"Female","Married",4442,"bandit-profit"
"2289",69,"Male","Married",4306,"bandit-profit"
"2290",45,"Female","Married",3956,"bandit-profit"
"2291",56,"Female","Married",4276,"bandit-profit"
"2292",83,"Female","Widowed",4523,"bandit-donsaluste"
"2293",71,"Male","Married",4310,"bandit-donsaluste"
"2294",62,"Female","Divorced",4615,"bandit-profit"
"2295",76,"Male","Married",5692,"bandit-donsaluste"
"2296",67,"Male","Married",4835,"bandit-donsaluste"
"2297",20,"Male","Single",2397,"bandit-picsou"
"2298",28,"Female","Married",2206,"bandit-radinou"
"2299",63,"Male","Married",4598,"bandit-profit"
"2300",63,"Female","Married",5123,"bandit-donsaluste"
"2301",72,"Male","Married",5076,"bandit-profit"
"2302",78,"Male","Married",5198,"bandit-profit"
"2303",91,"Female","Widowed",4801,"bandit-donsaluste"
"2304",29,"Female","Single",3276,"bandit-radinou"
"2305",69,"Female","Single",4830,"bandit-donsaluste"
"2306",35,"Male","Married",3648,"bandit-profit"
"2307",26,"Male","Single",3305,"bandit-donsaluste"
"2308",78,"Female","Married",4858,"bandit-donsaluste"
"2309",39,"Female","Divorced",4539,"bandit-picsou"
"2310",61,"Male","Married",5320,"bandit-profit"
"2311",58,"Male","Married",4831,"bandit-donsaluste"
"2312",22,"Female","Single",2767,"bandit-donsaluste"
"2313",51,"Male","Divorced",4369,"bandit-donsaluste"
"2314",74,"Female","Married",5022,"bandit-profit"
"2315",62,"Male","Single",5466,"bandit-profit"
"2316",29,"Male","Single",2453,"bandit-profit"
"2317",45,"Female","Married",3947,"bandit-donsaluste"
"2318",78,"Male","Widowed",4409,"bandit-radinou"
"2319",23,"Male","Single",2407,"bandit-picsou"
"2320",39,"Female","Divorced",3339,"bandit-profit"
"2321",62,"Female","Married",5141,"bandit-donsaluste"
"2322",64,"Female","Married",5335,"bandit-profit"
"2323",61,"Female","Married",4133,"bandit-donsaluste"
"2324",22,"Female","Single",3023,"bandit-radinou"
"2325",41,"Male","Married",4487,"bandit-radinou"
"2326",32,"Female","Single",3879,"bandit-radinou"
"2327",63,"Male","Married",5880,"bandit-donsaluste"
"2328",30,"Male","Single",3638,"bandit-picsou"
"2329",35,"Female","Married",3908,"bandit-radinou"
"2330",71,"Female","Married",4758,"bandit-donsaluste"
"2331",35,"Female","Married",3364,"bandit-radinou"
"2332",23,"Male","Single",2559,"bandit-radinou"
"2333",74,"Male","Married",4612,"bandit-donsaluste"
"2334",49,"Female","Single",3490,"bandit-profit"
"2335",18,"Male","Single",2765,"bandit-donsaluste"
"2336",47,"Female","Divorced",4077,"bandit-donsaluste"
"2337",34,"Female","Married",2953,"bandit-picsou"
"2338",51,"Female","Single",3798,"bandit-donsaluste"
"2339",65,"Female","Married",5385,"bandit-picsou"
"2340",30,"Male","Single",3387,"bandit-picsou"
"2341",32,"Female","Married",3156,"bandit-donsaluste"
"2342",55,"Female","Married",4736,"bandit-profit"
"2343",53,"Female","Married",5154,"bandit-donsaluste"
"2344",53,"Female","Married",3762,"bandit-donsaluste"
"2345",30,"Male","Single",3427,"bandit-radinou"
"2346",72,"Male","Single",4360,"bandit-donsaluste"
"2347",22,"Female","Single",2503,"bandit-profit"
"2348",27,"Female","Single",3483,"bandit-picsou"
"2349",60,"Male","Divorced",5374,"bandit-profit"
"2350",37,"Female","Married",3914,"bandit-picsou"
"2351",51,"Male","Single",4025,"bandit-picsou"
"2352",34,"Male","Married",4309,"bandit-donsaluste"
"2353",56,"Female","Married",4976,"bandit-donsaluste"
"2354",70,"Female","Married",5612,"bandit-donsaluste"
"2355",28,"Female","Single",3715,"bandit-profit"
"2356",39,"Female","Married",2466,"bandit-picsou"
"2357",80,"Female","Married",4113,"bandit-profit"
"2358",52,"Male","Married",4298,"bandit-profit"
"2359",23,"Female","Single",2690,"bandit-radinou"
"2360",25,"Male","Single",3161,"bandit-picsou"
"2361",66,"Male","Divorced",5208,"bandit-profit"
"2362",48,"Female","Single",3919,"bandit-donsaluste"
"2363",37,"Female","Single",4110,"bandit-picsou"
"2364",56,"Female","Widowed",4240,"bandit-profit"
"2365",32,"Female","Single",3051,"bandit-profit"
"2366",33,"Male","Single",2958,"bandit-radinou"
"2367",76,"Male","Divorced",4085,"bandit-profit"
"2368",35,"Female","Married",4017,"bandit-picsou"
"2369",24,"Female","Single",2415,"bandit-profit"
"2370",40,"Female","Single",3668,"bandit-profit"
"2371",94,"Female","Widowed",5250,"bandit-picsou"
"2372",53,"Female","Single",4868,"bandit-profit"
"2373",74,"Male","Widowed",5275,"bandit-donsaluste"
"2374",34,"Female","Married",3274,"bandit-donsaluste"
"2375",45,"Male","Married",4191,"bandit-donsaluste"
"2376",32,"Female","Married",3004,"bandit-profit"
"2377",59,"Male","Married",4650,"bandit-picsou"
"2378",57,"Male","Married",4336,"bandit-profit"
"2379",41,"Male","Married",3998,"bandit-picsou"
"2380",49,"Male","Married",3735,"bandit-donsaluste"
"2381",47,"Female","Married",4450,"bandit-donsaluste"
"2382",30,"Female","Divorced",3120,"bandit-profit"
"2383",75,"Female","Married",4734,"bandit-profit"
"2384",34,"Male","Married",3434,"bandit-picsou"
"2385",77,"Female","Married",4754,"bandit-profit"
"2386",61,"Female","Divorced",4812,"bandit-profit"
"2387",32,"Female","Married",3753,"bandit-radinou"
"2388",69,"Male","Married",5227,"bandit-profit"
"2389",68,"Male","Married",6094,"bandit-profit"
"2390",43,"Female","Married",3831,"bandit-profit"
"2391",22,"Female","Single",2103,"bandit-radinou"
"2392",72,"Male","Divorced",4757,"bandit-profit"
"2393",61,"Female","Married",4981,"bandit-profit"
"2394",74,"Male","Widowed",4984,"bandit-donsaluste"
"2395",60,"Male","Divorced",5344,"bandit-donsaluste"
"2396",58,"Female","Married",4221,"bandit-donsaluste"
"2397",74,"Female","Married",4928,"bandit-profit"
"2398",66,"Male","Married",5055,"bandit-profit"
"2399",38,"Male","Married",3538,"bandit-picsou"
"2400",71,"Female","Divorced",4741,"bandit-picsou"
"2401",32,"Male","Single",4180,"bandit-radinou"
"2402",23,"Male","Single",2578,"bandit-radinou"
"2403",36,"Female","Divorced",3503,"bandit-radinou"
"2404",21,"Male","Single",2379,"bandit-radinou"
"2405",32,"Female","Single",3440,"bandit-picsou"
"2406",24,"Female","Single",2568,"bandit-picsou"
"2407",23,"Male","Single",2552,"bandit-radinou"
"2408",61,"Male","Married",4925,"bandit-donsaluste"
"2409",95,"Male","Widowed",5088,"bandit-donsaluste"
"2410",24,"Female","Single",2738,"bandit-radinou"
"2411",28,"Female","Single",2900,"bandit-picsou"
"2412",57,"Male","Married",4289,"bandit-profit"
"2413",40,"Female","Single",4145,"bandit-donsaluste"
"2414",45,"Female","Married",4093,"bandit-picsou"
"2415",64,"Female","Married",5397,"bandit-profit"
"2416",75,"Female","Married",5259,"bandit-donsaluste"
"2417",43,"Female","Single",4089,"bandit-donsaluste"
"2418",60,"Female","Divorced",4971,"bandit-donsaluste"
"2419",69,"Female","Widowed",5148,"bandit-donsaluste"
"2420",35,"Male","Single",4512,"bandit-radinou"
"2421",42,"Female","Married",4027,"bandit-donsaluste"
"2422",58,"Female","Divorced",4545,"bandit-profit"
"2423",72,"Male","Married",4801,"bandit-radinou"
"2424",56,"Male","Divorced",4738,"bandit-profit"
"2425",46,"Female","Married",4034,"bandit-picsou"
"2426",64,"Male","Married",4475,"bandit-donsaluste"
"2427",54,"Female","Married",3980,"bandit-profit"
"2428",59,"Male","Married",4083,"bandit-donsaluste"
"2429",55,"Female","Divorced",3728,"bandit-profit"
"2430",25,"Male","Single",3113,"bandit-picsou"
"2431",63,"Male","Married",4466,"bandit-profit"
"2432",62,"Female","Married",5689,"bandit-profit"
"2433",63,"Female","Divorced",5358,"bandit-profit"
"2434",69,"Female","Single",4972,"bandit-profit"
"2435",71,"Female","Married",4728,"bandit-donsaluste"
"2436",36,"Male","Married",3853,"bandit-radinou"
"2437",38,"Male","Married",3764,"bandit-picsou"
"2438",41,"Male","Single",3967,"bandit-profit"
"2439",25,"Male","Single",3264,"bandit-radinou"
"2440",47,"Female","Single",3845,"bandit-profit"
"2441",61,"Male","Divorced",4785,"bandit-profit"
"2442",36,"Male","Single",3553,"bandit-picsou"
"2443",48,"Female","Single",3351,"bandit-donsaluste"
"2444",68,"Female","Married",4723,"bandit-picsou"
"2445",19,"Female","Single",2347,"bandit-radinou"
"2446",22,"Female","Single",2845,"bandit-donsaluste"
"2447",28,"Male","Single",2920,"bandit-profit"
"2448",54,"Male","Married",4019,"bandit-profit"
"2449",77,"Female","Widowed",4613,"bandit-donsaluste"
"2450",69,"Male","Married",4508,"bandit-profit"
"2451",61,"Female","Divorced",5049,"bandit-profit"
"2452",54,"Female","Single",4336,"bandit-picsou"
"2453",59,"Female","Married",4284,"bandit-profit"
"2454",27,"Male","Single",2946,"bandit-donsaluste"
"2455",40,"Female","Divorced",4107,"bandit-donsaluste"
"2456",35,"Male","Married",4094,"bandit-profit"
"2457",22,"Male","Single",2158,"bandit-picsou"
"2458",78,"Female","Married",5252,"bandit-donsaluste"
"2459",56,"Female","Single",4557,"bandit-donsaluste"
"2460",39,"Female","Married",3112,"bandit-picsou"
"2461",33,"Male","Married",3764,"bandit-radinou"
"2462",74,"Male","Married",4861,"bandit-profit"
"2463",26,"Male","Single",3191,"bandit-donsaluste"
"2464",75,"Female","Married",5128,"bandit-radinou"
"2465",31,"Female","Married",2928,"bandit-radinou"
"2466",30,"Male","Single",3741,"bandit-profit"
"2467",95,"Male","Widowed",4736,"bandit-profit"
"2468",21,"Female","Single",2740,"bandit-donsaluste"
"2469",52,"Male","Divorced",4513,"bandit-donsaluste"
"2470",20,"Female","Single",3113,"bandit-picsou"
"2471",70,"Female","Married",4690,"bandit-radinou"
"2472",43,"Female","Single",4061,"bandit-donsaluste"
"2473",27,"Female","Single",3120,"bandit-radinou"
"2474",43,"Female","Married",4478,"bandit-picsou"
"2475",90,"Female","Widowed",5421,"bandit-profit"
"2476",52,"Male","Single",4178,"bandit-picsou"
"2477",43,"Female","Married",4301,"bandit-profit"
"2478",83,"Male","Widowed",5550,"bandit-profit"
"2479",31,"Male","Married",3574,"bandit-radinou"
"2480",57,"Female","Divorced",4493,"bandit-donsaluste"
"2481",78,"Male","Married",5517,"bandit-profit"
"2482",56,"Female","Married",4313,"bandit-donsaluste"
"2483",35,"Male","Single",3998,"bandit-donsaluste"
"2484",31,"Male","Single",3582,"bandit-radinou"
"2485",24,"Male","Single",2777,"bandit-donsaluste"
"2486",55,"Male","Married",4663,"bandit-donsaluste"
"2487",55,"Female","Married",4040,"bandit-donsaluste"
"2488",51,"Male","Single",3818,"bandit-donsaluste"
"2489",59,"Male","Widowed",3954,"bandit-profit"
"2490",76,"Female","Married",5155,"bandit-picsou"
"2491",56,"Female","Married",4623,"bandit-profit"
"2492",64,"Male","Divorced",5107,"bandit-profit"
"2493",29,"Male","Married",3488,"bandit-profit"
"2494",79,"Male","Widowed",5712,"bandit-donsaluste"
"2495",28,"Female","Married",2704,"bandit-picsou"
"2496",82,"Male","Widowed",4963,"bandit-picsou"
"2497",51,"Male","Married",3984,"bandit-donsaluste"
"2498",93,"Female","Widowed",5507,"bandit-profit"
"2499",24,"Male","Single",2281,"bandit-picsou"
"2500",64,"Female","Divorced",5593,"bandit-profit"
"2501",40,"Female","Single",3611,"bandit-donsaluste"
"2502",57,"Male","Married",5263,"bandit-profit"
"2503",32,"Female","Married",3903,"bandit-picsou"
"2504",80,"Female","Married",4717,"bandit-donsaluste"
"2505",29,"Male","Married",3539,"bandit-radinou"
"2506",47,"Male","Single",3806,"bandit-profit"
"2507",29,"Male","Single",3073,"bandit-radinou"
"2508",57,"Female","Married",4441,"bandit-donsaluste"
