"","age","gender","status","salary","bank","activity","amount"
"1882",51,"Female","Married",3923,"bandit-donsaluste","Dachshunds",240
"1883",33,"Male","Single",3229,"bandit-profit","Trading Cards",62
"1884",35,"Female","Single",3765,"bandit-donsaluste","Trading Cards",50
"1885",43,"Male","Single",4249,"bandit-donsaluste","Trading Cards",46
"1886",34,"Female","Single",2797,"bandit-radinou","Dachshunds",318
"1887",46,"Male","Divorced",3943,"bandit-radinou","Dachshunds",522
"1888",40,"Male","Single",3870,"bandit-picsou","Trading Cards",42
"1889",54,"Male","Married",4543,"bandit-radinou","Trading Cards",60
"1890",32,"Female","Single",3025,"bandit-donsaluste","Trading Cards",48
"1891",38,"Male","Married",3759,"bandit-picsou","Dachshunds",269
"1892",74,"Female","Married",4799,"bandit-profit","Trading Cards",50
"1893",62,"Female","Single",5388,"bandit-donsaluste","Trading Cards",54
"1894",31,"Female","Single",2850,"bandit-picsou","Trading Cards",61
"1895",75,"Male","Married",5210,"bandit-profit","Dachshunds",469
"1896",69,"Male","Married",5079,"bandit-donsaluste","Brass Animals",69
"1897",49,"Female","Married",4107,"bandit-picsou","Brass Animals",130
"1898",60,"Male","Married",5644,"bandit-profit","Dachshunds",360
"1899",20,"Female","Single",1980,"bandit-picsou","Dachshunds",331
"1900",30,"Female","Single",3742,"bandit-picsou","Trading Cards",40
"1901",19,"Male","Single",2016,"bandit-picsou","Dachshunds",429
"1902",74,"Female","Married",5070,"bandit-donsaluste","Brass Animals",86
"1903",59,"Male","Divorced",5410,"bandit-donsaluste","Dachshunds",562
"1904",21,"Female","Single",2255,"bandit-picsou","Trading Cards",12
"1905",89,"Female","Widowed",4957,"bandit-profit","Dachshunds",314
"1906",57,"Female","Married",4250,"bandit-profit","Trading Cards",44
"1907",35,"Male","Married",4346,"bandit-picsou","Dachshunds",401
"1908",42,"Female","Married",4500,"bandit-picsou","Dachshunds",316
"1909",22,"Female","Single",2839,"bandit-donsaluste","Trading Cards",57
"1910",57,"Male","Married",4705,"bandit-picsou","Brass Animals",147
"1911",55,"Female","Married",4408,"bandit-profit","Trading Cards",49
"1912",64,"Male","Divorced",5418,"bandit-profit","Dachshunds",467
"1913",48,"Male","Single",4116,"bandit-donsaluste","Dachshunds",349
"1914",45,"Female","Single",4307,"bandit-picsou","Brass Animals",98
"1915",87,"Male","Widowed",5262,"bandit-profit","Brass Animals",113
"1916",47,"Female","Single",4110,"bandit-picsou","Trading Cards",57
"1917",36,"Female","Married",3747,"bandit-picsou","Brass Animals",93
"1918",25,"Male","Single",3302,"bandit-picsou","Trading Cards",48
"1919",82,"Male","Married",4258,"bandit-donsaluste","Dachshunds",384
"1920",36,"Female","Single",3324,"bandit-profit","Trading Cards",42
"1921",74,"Female","Widowed",5095,"bandit-donsaluste","Dachshunds",465
"1922",46,"Female","Married",4371,"bandit-donsaluste","Trading Cards",46
"1923",27,"Male","Single",3209,"bandit-radinou","Trading Cards",59
"1924",21,"Male","Single",2883,"bandit-picsou","Trading Cards",38
"1925",68,"Female","Married",5238,"bandit-donsaluste","Trading Cards",53
"1926",67,"Male","Married",5196,"bandit-donsaluste","Trading Cards",60
"1927",22,"Male","Single",3119,"bandit-donsaluste","Trading Cards",49
"1928",69,"Female","Married",4901,"bandit-radinou","Dachshunds",390
"1929",51,"Female","Married",4067,"bandit-donsaluste","Trading Cards",47
"1930",36,"Female","Single",3106,"bandit-picsou","Brass Animals",98
"1931",34,"Female","Divorced",3041,"bandit-picsou","Brass Animals",113
"1932",30,"Female","Married",3852,"bandit-donsaluste","Trading Cards",61
"1933",21,"Male","Single",2374,"bandit-profit","Dachshunds",411
"1934",52,"Female","Married",4231,"bandit-profit","Dachshunds",394
"1935",43,"Male","Single",4045,"bandit-radinou","Dachshunds",365
"1936",29,"Female","Single",3478,"bandit-profit","Dachshunds",429
"1937",58,"Female","Divorced",4028,"bandit-profit","Brass Animals",104
"1938",38,"Male","Married",3016,"bandit-picsou","Brass Animals",86
"1939",53,"Female","Married",4594,"bandit-picsou","Dachshunds",365
"1940",60,"Female","Married",4726,"bandit-donsaluste","Dachshunds",453
"1941",80,"Male","Widowed",5413,"bandit-donsaluste","Dachshunds",646
"1942",28,"Male","Single",2819,"bandit-picsou","Brass Animals",142
"1943",61,"Female","Widowed",4945,"bandit-radinou","Brass Animals",105
"1944",48,"Male","Married",4148,"bandit-picsou","Trading Cards",53
"1945",23,"Male","Single",2875,"bandit-radinou","Dachshunds",409
"1946",23,"Male","Single",2891,"bandit-radinou","Trading Cards",65
"1947",48,"Male","Single",3117,"bandit-donsaluste","Trading Cards",62
"1948",62,"Female","Single",5833,"bandit-donsaluste","Dachshunds",283
"1949",49,"Male","Divorced",4403,"bandit-donsaluste","Brass Animals",80
"1950",45,"Female","Married",4192,"bandit-profit","Dachshunds",395
"1951",67,"Male","Divorced",4805,"bandit-donsaluste","Brass Animals",106
"1952",25,"Male","Single",3353,"bandit-radinou","Dachshunds",422
"1953",56,"Male","Married",4595,"bandit-profit","Dachshunds",512
"1954",69,"Female","Married",5160,"bandit-donsaluste","Dachshunds",318
"1955",28,"Female","Single",2290,"bandit-radinou","Trading Cards",39
"1956",41,"Male","Single",4197,"bandit-radinou","Trading Cards",45
"1957",60,"Female","Married",4995,"bandit-profit","Dachshunds",386
"1958",40,"Female","Married",4521,"bandit-profit","Trading Cards",63
"1959",18,"Male","Single",2395,"bandit-picsou","Dachshunds",486
"1960",39,"Male","Single",2962,"bandit-donsaluste","Brass Animals",54
"1961",45,"Female","Married",4627,"bandit-donsaluste","Dachshunds",440
"1962",34,"Female","Married",3900,"bandit-donsaluste","Brass Animals",82
"1963",53,"Male","Married",3954,"bandit-donsaluste","Brass Animals",108
"1964",61,"Female","Married",5039,"bandit-donsaluste","Trading Cards",45
"1965",52,"Female","Married",4392,"bandit-donsaluste","Dachshunds",371
"1966",89,"Male","Widowed",5078,"bandit-donsaluste","Brass Animals",103
"1967",45,"Male","Married",4334,"bandit-donsaluste","Dachshunds",362
"1968",26,"Female","Single",3904,"bandit-picsou","Trading Cards",47
"1969",76,"Female","Widowed",5492,"bandit-donsaluste","Brass Animals",89
"1970",57,"Female","Single",4875,"bandit-profit","Trading Cards",36
"1971",25,"Male","Single",2542,"bandit-picsou","Trading Cards",53
"1972",61,"Female","Single",4445,"bandit-picsou","Trading Cards",52
"1973",56,"Male","Married",4240,"bandit-donsaluste","Dachshunds",392
"1974",24,"Male","Married",2882,"bandit-donsaluste","Trading Cards",69
"1975",54,"Female","Widowed",3968,"bandit-radinou","Dachshunds",236
"1976",68,"Male","Married",4731,"bandit-donsaluste","Dachshunds",499
"1977",42,"Male","Married",4418,"bandit-profit","Brass Animals",132
"1978",29,"Male","Single",3272,"bandit-picsou","Trading Cards",58
"1979",41,"Female","Single",4098,"bandit-picsou","Dachshunds",178
"1980",65,"Female","Widowed",5816,"bandit-donsaluste","Brass Animals",103
"1981",37,"Male","Single",2924,"bandit-picsou","Trading Cards",48
"1982",64,"Male","Married",4825,"bandit-profit","Dachshunds",441
"1983",44,"Male","Divorced",3790,"bandit-donsaluste","Dachshunds",493
"1984",71,"Female","Married",4415,"bandit-donsaluste","Brass Animals",87
"1985",18,"Male","Single",2489,"bandit-picsou","Dachshunds",302
"1986",57,"Male","Married",4387,"bandit-donsaluste","Dachshunds",353
"1987",49,"Female","Divorced",3713,"bandit-donsaluste","Dachshunds",382
"1988",35,"Male","Married",3939,"bandit-radinou","Dachshunds",411
"1989",49,"Female","Married",4061,"bandit-donsaluste","Trading Cards",24
"1990",20,"Female","Single",2160,"bandit-radinou","Trading Cards",44
"1991",47,"Female","Married",3272,"bandit-donsaluste","Trading Cards",59
"1992",37,"Female","Divorced",3924,"bandit-picsou","Brass Animals",67
"1993",68,"Male","Married",4547,"bandit-donsaluste","Brass Animals",112
"1994",21,"Male","Single",2477,"bandit-donsaluste","Trading Cards",58
"1995",72,"Female","Married",5158,"bandit-profit","Dachshunds",410
"1996",32,"Female","Single",3207,"bandit-donsaluste","Brass Animals",84
"1997",34,"Male","Single",2919,"bandit-picsou","Trading Cards",65
"1998",50,"Male","Single",3531,"bandit-picsou","Dachshunds",481
"1999",30,"Male","Married",3763,"bandit-picsou","Trading Cards",52
"2000",32,"Female","Single",3658,"bandit-picsou","Dachshunds",317
"2001",24,"Male","Single",3065,"bandit-radinou","Trading Cards",45
"2002",66,"Female","Married",5092,"bandit-profit","Dachshunds",446
"2003",78,"Male","Married",5577,"bandit-radinou","Dachshunds",456
"2004",25,"Male","Single",2839,"bandit-donsaluste","Brass Animals",82
"2005",61,"Female","Married",4632,"bandit-radinou","Trading Cards",57
"2006",58,"Female","Divorced",4874,"bandit-profit","Dachshunds",389
"2007",24,"Male","Single",2483,"bandit-radinou","Trading Cards",48
"2008",26,"Female","Single",3183,"bandit-picsou","Trading Cards",50
"2009",80,"Female","Divorced",5187,"bandit-profit","Dachshunds",355
"2010",35,"Male","Single",3946,"bandit-profit","Trading Cards",39
"2011",88,"Male","Widowed",5080,"bandit-picsou","Dachshunds",506
"2012",24,"Male","Single",2512,"bandit-profit","Dachshunds",345
"2013",38,"Female","Married",3667,"bandit-donsaluste","Dachshunds",455
"2014",61,"Female","Married",4654,"bandit-picsou","Brass Animals",98
"2015",45,"Female","Divorced",4608,"bandit-donsaluste","Dachshunds",436
"2016",62,"Female","Married",5105,"bandit-profit","Dachshunds",539
"2017",18,"Male","Single",1989,"bandit-radinou","Trading Cards",31
"2018",49,"Male","Married",4789,"bandit-picsou","Trading Cards",52
"2019",46,"Male","Married",3801,"bandit-profit","Brass Animals",76
"2020",81,"Female","Widowed",5526,"bandit-radinou","Dachshunds",375
"2021",51,"Male","Single",4561,"bandit-donsaluste","Trading Cards",61
"2022",55,"Female","Married",5236,"bandit-donsaluste","Dachshunds",397
"2023",58,"Male","Widowed",4915,"bandit-donsaluste","Brass Animals",157
"2024",69,"Female","Married",4832,"bandit-profit","Trading Cards",56
"2025",62,"Male","Divorced",5011,"bandit-picsou","Dachshunds",511
"2026",66,"Male","Married",4782,"bandit-profit","Trading Cards",49
"2027",72,"Male","Widowed",4393,"bandit-donsaluste","Brass Animals",112
"2028",32,"Male","Single",2776,"bandit-picsou","Trading Cards",58
"2029",35,"Female","Single",3916,"bandit-picsou","Dachshunds",508
"2030",44,"Male","Married",3683,"bandit-radinou","Dachshunds",545
"2031",60,"Female","Married",4408,"bandit-donsaluste","Brass Animals",95
"2032",52,"Female","Married",4000,"bandit-profit","Dachshunds",444
"2033",50,"Male","Married",3848,"bandit-donsaluste","Dachshunds",439
"2034",43,"Female","Single",4033,"bandit-picsou","Trading Cards",43
"2035",79,"Female","Married",4979,"bandit-profit","Dachshunds",262
"2036",29,"Female","Single",2978,"bandit-donsaluste","Dachshunds",502
"2037",24,"Female","Single",2794,"bandit-picsou","Brass Animals",99
"2038",47,"Male","Married",3762,"bandit-radinou","Dachshunds",330
"2039",52,"Female","Married",4183,"bandit-profit","Trading Cards",60
"2040",49,"Male","Single",5094,"bandit-donsaluste","Trading Cards",56
"2041",29,"Female","Single",2681,"bandit-radinou","Brass Animals",110
"2042",64,"Male","Married",4845,"bandit-donsaluste","Dachshunds",310
"2043",56,"Male","Married",4411,"bandit-donsaluste","Trading Cards",53
"2044",20,"Female","Single",2719,"bandit-donsaluste","Dachshunds",360
"2045",66,"Male","Married",5775,"bandit-donsaluste","Trading Cards",51
"2046",23,"Female","Single",2982,"bandit-donsaluste","Dachshunds",425
"2047",32,"Female","Single",3637,"bandit-picsou","Trading Cards",58
"2048",23,"Male","Single",3389,"bandit-radinou","Trading Cards",39
"2049",27,"Male","Single",2726,"bandit-donsaluste","Dachshunds",547
"2050",64,"Female","Married",4119,"bandit-picsou","Trading Cards",44
"2051",28,"Female","Married",3169,"bandit-donsaluste","Brass Animals",105
"2052",23,"Male","Single",3203,"bandit-donsaluste","Trading Cards",53
"2053",76,"Female","Married",5551,"bandit-profit","Trading Cards",53
"2054",29,"Female","Married",3451,"bandit-picsou","Dachshunds",272
"2055",57,"Female","Single",4816,"bandit-profit","Trading Cards",41
"2056",73,"Female","Single",5019,"bandit-picsou","Trading Cards",46
"2057",74,"Male","Married",4777,"bandit-profit","Dachshunds",376
"2058",84,"Female","Married",5089,"bandit-profit","Brass Animals",86
"2059",43,"Female","Married",3632,"bandit-profit","Dachshunds",411
"2060",50,"Female","Single",4746,"bandit-profit","Dachshunds",336
"2061",65,"Male","Married",5530,"bandit-donsaluste","Dachshunds",147
"2062",23,"Female","Single",2582,"bandit-donsaluste","Trading Cards",36
"2063",77,"Female","Married",4625,"bandit-donsaluste","Brass Animals",117
"2064",74,"Male","Married",5161,"bandit-profit","Dachshunds",412
"2065",23,"Male","Single",2179,"bandit-radinou","Trading Cards",37
"2066",52,"Female","Married",4017,"bandit-profit","Dachshunds",442
"2067",64,"Female","Married",4642,"bandit-profit","Trading Cards",57
"2068",51,"Male","Divorced",4629,"bandit-profit","Brass Animals",87
"2069",47,"Female","Divorced",3860,"bandit-donsaluste","Dachshunds",314
"2070",53,"Female","Single",4574,"bandit-donsaluste","Dachshunds",339
"2071",75,"Female","Married",5134,"bandit-profit","Trading Cards",47
"2072",37,"Female","Single",4432,"bandit-picsou","Dachshunds",443
"2073",61,"Female","Single",5345,"bandit-profit","Trading Cards",59
"2074",48,"Male","Married",3384,"bandit-donsaluste","Brass Animals",125
"2075",53,"Male","Divorced",3861,"bandit-profit","Dachshunds",364
"2076",41,"Female","Divorced",4150,"bandit-picsou","Dachshunds",367
"2077",56,"Male","Married",4018,"bandit-donsaluste","Dachshunds",461
"2078",45,"Female","Married",4095,"bandit-donsaluste","Dachshunds",440
"2079",28,"Female","Single",2459,"bandit-picsou","Trading Cards",42
"2080",24,"Male","Single",3110,"bandit-picsou","Brass Animals",79
"2081",75,"Female","Married",4715,"bandit-profit","Trading Cards",43
"2082",57,"Male","Divorced",4407,"bandit-profit","Dachshunds",318
"2083",63,"Male","Single",4737,"bandit-profit","Trading Cards",46
"2084",44,"Male","Married",4380,"bandit-donsaluste","Dachshunds",372
"2085",20,"Female","Single",2329,"bandit-radinou","Dachshunds",399
"2086",31,"Male","Married",2832,"bandit-picsou","Dachshunds",362
"2087",46,"Male","Married",4528,"bandit-donsaluste","Dachshunds",382
"2088",48,"Female","Married",4455,"bandit-donsaluste","Dachshunds",283
"2089",31,"Male","Single",3530,"bandit-picsou","Brass Animals",94
"2090",53,"Male","Single",3800,"bandit-picsou","Trading Cards",39
"2091",63,"Male","Married",5257,"bandit-picsou","Dachshunds",582
"2092",38,"Female","Single",3560,"bandit-picsou","Dachshunds",329
"2093",34,"Male","Single",3125,"bandit-picsou","Dachshunds",344
"2094",78,"Male","Divorced",4707,"bandit-donsaluste","Trading Cards",66
"2095",68,"Male","Married",4724,"bandit-picsou","Dachshunds",506
"2096",59,"Female","Married",3998,"bandit-donsaluste","Trading Cards",42
"2097",44,"Female","Married",3820,"bandit-donsaluste","Dachshunds",407
"2098",49,"Male","Divorced",4505,"bandit-donsaluste","Brass Animals",77
"2099",70,"Female","Widowed",5143,"bandit-donsaluste","Brass Animals",133
"2100",53,"Female","Divorced",3864,"bandit-donsaluste","Trading Cards",46
"2101",26,"Male","Single",2947,"bandit-profit","Trading Cards",63
"2102",71,"Female","Widowed",5137,"bandit-donsaluste","Trading Cards",37
"2103",82,"Female","Married",4966,"bandit-picsou","Dachshunds",499
"2104",53,"Male","Married",4016,"bandit-profit","Brass Animals",110
"2105",33,"Male","Married",3328,"bandit-picsou","Dachshunds",361
"2106",32,"Female","Single",3373,"bandit-radinou","Dachshunds",332
"2107",37,"Female","Single",3636,"bandit-donsaluste","Trading Cards",50
"2108",50,"Female","Single",5085,"bandit-donsaluste","Dachshunds",518
"2109",31,"Female","Married",3470,"bandit-radinou","Dachshunds",433
"2110",33,"Male","Single",3801,"bandit-picsou","Trading Cards",47
"2111",34,"Female","Single",2853,"bandit-donsaluste","Dachshunds",558
"2112",53,"Male","Married",4123,"bandit-profit","Trading Cards",76
"2113",27,"Female","Single",3338,"bandit-picsou","Brass Animals",81
"2114",68,"Female","Married",5327,"bandit-radinou","Dachshunds",408
"2115",55,"Female","Widowed",4810,"bandit-radinou","Brass Animals",104
"2116",30,"Female","Single",3118,"bandit-picsou","Dachshunds",405
"2117",57,"Female","Married",4531,"bandit-profit","Trading Cards",36
"2118",26,"Female","Single",2778,"bandit-donsaluste","Trading Cards",36
"2119",45,"Female","Married",5357,"bandit-donsaluste","Dachshunds",366
"2120",56,"Female","Married",4914,"bandit-donsaluste","Dachshunds",458
"2121",96,"Male","Widowed",5088,"bandit-profit","Trading Cards",45
"2122",34,"Female","Single",3654,"bandit-donsaluste","Dachshunds",364
"2123",28,"Male","Single",3049,"bandit-radinou","Brass Animals",113
"2124",23,"Female","Single",2464,"bandit-picsou","Trading Cards",50
"2125",48,"Female","Single",4670,"bandit-donsaluste","Dachshunds",352
"2126",38,"Female","Single",3648,"bandit-picsou","Dachshunds",358
"2127",53,"Female","Single",4271,"bandit-profit","Trading Cards",47
"2128",22,"Female","Single",2031,"bandit-picsou","Dachshunds",382
"2129",25,"Male","Single",2972,"bandit-picsou","Dachshunds",255
"2130",59,"Female","Divorced",4604,"bandit-donsaluste","Dachshunds",339
"2131",57,"Male","Married",4714,"bandit-donsaluste","Dachshunds",479
"2132",21,"Male","Single",3066,"bandit-radinou","Trading Cards",55
"2133",68,"Male","Married",4379,"bandit-donsaluste","Trading Cards",34
"2134",66,"Male","Married",4419,"bandit-donsaluste","Brass Animals",114
"2135",43,"Female","Married",4603,"bandit-donsaluste","Trading Cards",55
"2136",74,"Male","Divorced",4918,"bandit-profit","Brass Animals",52
"2137",36,"Female","Single",3297,"bandit-profit","Dachshunds",409
"2138",19,"Female","Single",2095,"bandit-profit","Dachshunds",224
"2139",20,"Female","Single",2729,"bandit-donsaluste","Trading Cards",69
"2140",59,"Female","Married",4710,"bandit-donsaluste","Trading Cards",32
"2141",80,"Male","Married",4497,"bandit-donsaluste","Brass Animals",139
"2142",37,"Female","Married",3319,"bandit-radinou","Brass Animals",88
"2143",62,"Male","Married",4916,"bandit-profit","Trading Cards",45
"2144",48,"Male","Married",4413,"bandit-profit","Trading Cards",56
"2145",26,"Male","Single",2598,"bandit-picsou","Trading Cards",40
"2146",64,"Male","Married",4833,"bandit-donsaluste","Trading Cards",50
"2147",43,"Female","Married",3835,"bandit-picsou","Brass Animals",104
"2148",56,"Male","Married",4362,"bandit-donsaluste","Dachshunds",371
"2149",74,"Female","Married",5725,"bandit-picsou","Brass Animals",128
"2150",82,"Female","Widowed",6090,"bandit-profit","Brass Animals",120
"2151",39,"Female","Single",3867,"bandit-radinou","Trading Cards",41
"2152",82,"Male","Divorced",4710,"bandit-donsaluste","Brass Animals",116
"2153",45,"Male","Married",4209,"bandit-picsou","Brass Animals",77
"2154",40,"Male","Single",4254,"bandit-radinou","Dachshunds",354
"2155",54,"Male","Divorced",4791,"bandit-donsaluste","Trading Cards",33
"2156",53,"Male","Single",4513,"bandit-donsaluste","Trading Cards",55
"2157",84,"Female","Widowed",5002,"bandit-donsaluste","Brass Animals",97
"2158",50,"Female","Married",4147,"bandit-donsaluste","Trading Cards",42
"2159",21,"Male","Married",3045,"bandit-radinou","Brass Animals",96
"2160",22,"Female","Single",2818,"bandit-radinou","Trading Cards",45
"2161",48,"Female","Married",3342,"bandit-donsaluste","Dachshunds",329
"2162",45,"Female","Single",3979,"bandit-radinou","Dachshunds",366
"2163",53,"Male","Married",5214,"bandit-donsaluste","Trading Cards",38
"2164",87,"Male","Widowed",4897,"bandit-profit","Brass Animals",95
"2165",69,"Male","Married",4760,"bandit-profit","Dachshunds",233
"2166",28,"Male","Single",3565,"bandit-radinou","Dachshunds",480
"2167",43,"Male","Married",3168,"bandit-picsou","Dachshunds",554
"2168",34,"Male","Single",3588,"bandit-picsou","Trading Cards",44
"2169",36,"Male","Married",3938,"bandit-radinou","Trading Cards",60
"2170",35,"Male","Married",4386,"bandit-picsou","Dachshunds",412
"2171",52,"Female","Divorced",4076,"bandit-donsaluste","Dachshunds",438
"2172",39,"Female","Single",3503,"bandit-profit","Trading Cards",45
"2173",22,"Male","Single",2996,"bandit-picsou","Dachshunds",406
"2174",52,"Male","Single",4581,"bandit-picsou","Dachshunds",486
"2175",93,"Female","Widowed",4765,"bandit-profit","Brass Animals",96
"2176",24,"Female","Single",2156,"bandit-picsou","Trading Cards",61
"2177",36,"Male","Married",3761,"bandit-donsaluste","Dachshunds",304
"2178",67,"Female","Divorced",4083,"bandit-picsou","Trading Cards",43
"2179",30,"Female","Married",3535,"bandit-radinou","Brass Animals",64
"2180",41,"Female","Married",3934,"bandit-radinou","Trading Cards",57
"2181",22,"Male","Single",2532,"bandit-picsou","Trading Cards",49
"2182",25,"Female","Single",3093,"bandit-picsou","Dachshunds",528
"2183",24,"Male","Single",2532,"bandit-profit","Trading Cards",50
"2184",73,"Male","Married",5449,"bandit-profit","Trading Cards",49
"2185",61,"Male","Single",5249,"bandit-donsaluste","Trading Cards",47
"2186",70,"Female","Married",4857,"bandit-profit","Brass Animals",110
"2187",63,"Male","Married",5437,"bandit-profit","Dachshunds",416
"2188",42,"Male","Married",4417,"bandit-radinou","Brass Animals",95
"2189",53,"Male","Divorced",4211,"bandit-profit","Dachshunds",402
"2190",76,"Female","Married",4579,"bandit-donsaluste","Brass Animals",107
"2191",29,"Male","Single",3496,"bandit-radinou","Trading Cards",50
"2192",48,"Female","Divorced",4313,"bandit-profit","Dachshunds",401
"2193",72,"Female","Married",5284,"bandit-profit","Trading Cards",62
"2194",55,"Male","Married",4931,"bandit-donsaluste","Dachshunds",454
"2195",47,"Female","Married",4410,"bandit-donsaluste","Trading Cards",44
"2196",27,"Male","Single",3496,"bandit-picsou","Dachshunds",328
"2197",60,"Female","Married",5474,"bandit-donsaluste","Trading Cards",39
"2198",42,"Female","Divorced",3872,"bandit-donsaluste","Trading Cards",45
"2199",51,"Male","Single",4862,"bandit-donsaluste","Trading Cards",54
"2200",27,"Male","Single",3347,"bandit-donsaluste","Trading Cards",51
"2201",64,"Female","Married",5319,"bandit-profit","Dachshunds",366
"2202",59,"Male","Married",5580,"bandit-profit","Trading Cards",60
"2203",45,"Male","Married",4998,"bandit-profit","Dachshunds",511
"2204",59,"Female","Married",4472,"bandit-profit","Dachshunds",378
"2205",41,"Male","Married",4313,"bandit-donsaluste","Dachshunds",386
"2206",62,"Male","Married",4685,"bandit-donsaluste","Trading Cards",35
"2207",93,"Female","Divorced",5008,"bandit-profit","Dachshunds",465
"2208",39,"Female","Married",4279,"bandit-radinou","Dachshunds",349
"2209",38,"Male","Single",3752,"bandit-donsaluste","Dachshunds",382
"2210",57,"Female","Single",4361,"bandit-picsou","Trading Cards",59
"2211",34,"Male","Single",3272,"bandit-picsou","Trading Cards",58
"2212",68,"Male","Married",5513,"bandit-profit","Trading Cards",50
"2213",68,"Male","Married",5062,"bandit-profit","Brass Animals",82
"2214",30,"Male","Single",3164,"bandit-profit","Trading Cards",37
"2215",41,"Male","Married",3899,"bandit-donsaluste","Trading Cards",47
"2216",45,"Female","Single",4873,"bandit-radinou","Trading Cards",35
"2217",32,"Female","Married",3670,"bandit-profit","Dachshunds",515
"2218",39,"Male","Divorced",3719,"bandit-picsou","Brass Animals",118
"2219",55,"Male","Divorced",4083,"bandit-profit","Dachshunds",324
"2220",60,"Female","Married",4281,"bandit-picsou","Dachshunds",406
"2221",71,"Female","Divorced",5016,"bandit-donsaluste","Trading Cards",50
"2222",46,"Male","Married",3059,"bandit-profit","Dachshunds",349
"2223",85,"Female","Divorced",4066,"bandit-profit","Dachshunds",360
"2224",39,"Female","Married",3506,"bandit-picsou","Dachshunds",365
"2225",61,"Female","Divorced",5029,"bandit-profit","Brass Animals",93
"2226",45,"Male","Married",4127,"bandit-donsaluste","Dachshunds",478
"2227",48,"Female","Divorced",3654,"bandit-donsaluste","Dachshunds",388
"2228",35,"Male","Divorced",3450,"bandit-picsou","Trading Cards",59
"2229",46,"Female","Married",4132,"bandit-picsou","Trading Cards",51
"2230",43,"Female","Divorced",4301,"bandit-donsaluste","Dachshunds",492
"2231",33,"Female","Single",3313,"bandit-picsou","Trading Cards",67
"2232",43,"Female","Married",3819,"bandit-picsou","Brass Animals",113
"2233",67,"Female","Divorced",4719,"bandit-donsaluste","Dachshunds",343
"2234",65,"Male","Married",5199,"bandit-donsaluste","Dachshunds",384
"2235",57,"Female","Married",4505,"bandit-profit","Dachshunds",422
"2236",21,"Male","Single",2265,"bandit-radinou","Trading Cards",46
"2237",23,"Female","Single",3080,"bandit-picsou","Trading Cards",58
"2238",42,"Female","Single",4555,"bandit-profit","Trading Cards",45
"2239",77,"Female","Widowed",5148,"bandit-profit","Brass Animals",77
"2240",58,"Male","Divorced",4357,"bandit-profit","Dachshunds",319
"2241",53,"Male","Married",3352,"bandit-profit","Dachshunds",450
"2242",66,"Male","Married",4955,"bandit-donsaluste","Dachshunds",646
"2243",73,"Male","Single",5384,"bandit-donsaluste","Trading Cards",37
"2244",49,"Male","Married",3655,"bandit-radinou","Trading Cards",47
"2245",49,"Female","Single",4317,"bandit-radinou","Trading Cards",62
"2246",26,"Female","Single",2965,"bandit-picsou","Dachshunds",372
"2247",39,"Male","Married",3439,"bandit-donsaluste","Brass Animals",109
"2248",64,"Female","Married",4894,"bandit-radinou","Trading Cards",53
"2249",30,"Male","Married",3682,"bandit-picsou","Trading Cards",44
"2250",36,"Female","Divorced",3658,"bandit-picsou","Trading Cards",49
"2251",26,"Male","Single",2769,"bandit-radinou","Dachshunds",376
"2252",65,"Male","Married",4531,"bandit-picsou","Trading Cards",53
"2253",54,"Male","Divorced",4006,"bandit-donsaluste","Brass Animals",114
"2254",79,"Male","Married",4438,"bandit-radinou","Trading Cards",52
"2255",60,"Male","Married",5868,"bandit-donsaluste","Trading Cards",58
"2256",20,"Female","Single",2413,"bandit-radinou","Trading Cards",43
"2257",25,"Female","Single",3145,"bandit-donsaluste","Trading Cards",45
"2258",41,"Female","Single",4061,"bandit-picsou","Trading Cards",56
"2259",32,"Male","Single",3816,"bandit-profit","Trading Cards",50
"2260",59,"Female","Divorced",4274,"bandit-profit","Dachshunds",442
"2261",41,"Male","Divorced",4282,"bandit-donsaluste","Trading Cards",40
"2262",25,"Female","Single",2840,"bandit-donsaluste","Trading Cards",48
"2263",72,"Female","Married",4837,"bandit-profit","Brass Animals",71
"2264",42,"Male","Single",4819,"bandit-donsaluste","Trading Cards",47
"2265",74,"Male","Divorced",4811,"bandit-donsaluste","Brass Animals",97
"2266",64,"Male","Divorced",5200,"bandit-donsaluste","Dachshunds",455
"2267",33,"Female","Single",4044,"bandit-donsaluste","Dachshunds",252
"2268",81,"Male","Married",4875,"bandit-donsaluste","Dachshunds",325
"2269",73,"Female","Divorced",3797,"bandit-radinou","Dachshunds",452
"2270",73,"Female","Divorced",5033,"bandit-profit","Brass Animals",70
"2271",39,"Male","Single",3570,"bandit-picsou","Dachshunds",412
"2272",71,"Male","Widowed",5471,"bandit-profit","Dachshunds",444
"2273",31,"Female","Married",3246,"bandit-profit","Dachshunds",385
"2274",56,"Female","Single",4322,"bandit-picsou","Trading Cards",49
"2275",61,"Male","Married",4611,"bandit-donsaluste","Dachshunds",319
"2276",69,"Female","Married",4505,"bandit-picsou","Brass Animals",105
"2277",74,"Female","Single",5138,"bandit-profit","Trading Cards",56
"2278",29,"Male","Married",3577,"bandit-radinou","Dachshunds",463
"2279",38,"Female","Married",4173,"bandit-picsou","Trading Cards",63
"2280",24,"Female","Single",2927,"bandit-picsou","Trading Cards",49
"2281",59,"Female","Married",5931,"bandit-profit","Dachshunds",428
"2282",34,"Female","Single",3286,"bandit-picsou","Trading Cards",49
