"","age","gender","status","salary"
"1775",46,"Male","Married",4268
"1776",21,"Female","Single",2502
"1777",66,"Male","Divorced",5131
"1778",46,"Male","Divorced",4674
"1779",36,"Male","Single",3591
"1780",48,"Male","Divorced",4188
"1781",22,"Female","Single",2579
"1782",37,"Female","Single",3701
"1783",49,"Male","Married",4081
"1784",61,"Male","Widowed",4444
"1785",22,"Female","Single",1910
"1786",31,"Male","Single",3165
"1787",53,"Female","Married",4468
"1788",18,"Male","Single",2428
"1789",50,"Male","Married",4223
"1790",42,"Female","Single",4161
"1791",72,"Male","Divorced",4834
"1792",42,"Female","Single",3773
"1793",33,"Female","Single",3342
"1794",73,"Male","Married",6046
"1795",21,"Male","Single",3225
"1796",62,"Female","Married",5062
"1797",45,"Female","Married",4372
"1798",71,"Male","Single",4461
"1799",37,"Female","Married",4071
"1800",92,"Female","Divorced",6040
"1801",44,"Male","Married",3885
"1802",56,"Male","Single",5140
"1803",70,"Male","Divorced",5162
"1804",32,"Male","Married",3580
"1805",20,"Female","Single",2224
"1806",53,"Male","Married",4441
"1807",51,"Female","Single",4475
"1808",26,"Male","Single",3220
"1809",47,"Female","Divorced",3559
"1810",30,"Male","Single",3460
"1811",35,"Female","Married",3820
"1812",33,"Male","Single",3111
"1813",31,"Female","Married",3013
"1814",24,"Female","Single",2768
"1815",48,"Female","Married",4962
"1816",48,"Female","Single",4143
"1817",61,"Female","Married",4806
"1818",21,"Female","Single",3563
"1819",34,"Male","Single",3614
"1820",39,"Male","Single",3510
"1821",60,"Female","Single",4844
"1822",40,"Female","Single",4092
"1823",38,"Female","Married",4010
"1824",66,"Male","Married",5267
"1825",65,"Female","Married",4770
"1826",22,"Male","Single",2297
"1827",70,"Female","Married",4680
"1828",23,"Male","Single",3109
"1829",54,"Male","Single",4915
"1830",19,"Female","Single",2688
"1831",78,"Female","Widowed",4451
"1832",49,"Female","Divorced",3706
"1833",59,"Female","Married",4913
"1834",74,"Male","Married",5938
"1835",19,"Male","Single",2517
"1836",41,"Female","Married",3777
"1837",64,"Female","Divorced",5136
"1838",24,"Female","Single",2570
"1839",22,"Female","Single",2556
"1840",24,"Female","Single",2920
"1841",48,"Male","Single",4406
"1842",35,"Female","Single",3604
"1843",45,"Female","Single",4505
"1844",37,"Male","Married",3914
"1845",30,"Male","Single",3402
"1846",53,"Female","Divorced",3902
"1847",57,"Female","Married",4351
"1848",52,"Male","Divorced",4333
"1849",83,"Male","Widowed",5748
"1850",59,"Female","Married",4120
"1851",46,"Female","Single",3739
"1852",34,"Female","Single",3828
"1853",48,"Male","Single",3934
"1854",47,"Female","Married",4291
"1855",41,"Male","Single",3658
"1856",31,"Male","Married",3672
"1857",22,"Male","Single",3098
"1858",60,"Female","Married",5201
"1859",28,"Female","Single",2807
"1860",30,"Female","Single",2981
"1861",24,"Female","Single",2511
"1862",20,"Male","Single",2897
"1863",31,"Female","Single",3433
"1864",18,"Male","Single",2459
"1865",78,"Female","Married",5515
"1866",61,"Female","Divorced",4873
"1867",71,"Male","Married",4903
"1868",33,"Female","Single",3575
"1869",60,"Male","Widowed",4747
"1870",28,"Female","Single",3090
"1871",53,"Male","Divorced",4119
"1872",42,"Male","Single",3935
"1873",43,"Female","Married",4438
"1874",95,"Female","Widowed",5372
"1875",73,"Female","Single",4770
"1876",68,"Female","Married",4598
"1877",67,"Male","Divorced",5276
"1878",58,"Female","Married",4698
"1879",58,"Female","Married",4663
"1880",65,"Female","Divorced",4473
"1881",51,"Male","Single",3786
"1882",51,"Female","Married",3923
"1883",33,"Male","Single",3229
"1884",35,"Female","Single",3765
"1885",43,"Male","Single",4249
"1886",34,"Female","Single",2797
"1887",46,"Male","Divorced",3943
"1888",40,"Male","Single",3870
"1889",54,"Male","Married",4543
"1890",32,"Female","Single",3025
"1891",38,"Male","Married",3759
"1892",74,"Female","Married",4799
"1893",62,"Female","Single",5388
"1894",31,"Female","Single",2850
"1895",75,"Male","Married",5210
"1896",69,"Male","Married",5079
"1897",49,"Female","Married",4107
"1898",60,"Male","Married",5644
"1899",20,"Female","Single",1980
"1900",30,"Female","Single",3742
"1901",19,"Male","Single",2016
"1902",74,"Female","Married",5070
"1903",59,"Male","Divorced",5410
"1904",21,"Female","Single",2255
"1905",89,"Female","Widowed",4957
"1906",57,"Female","Married",4250
"1907",35,"Male","Married",4346
"1908",42,"Female","Married",4500
"1909",22,"Female","Single",2839
"1910",57,"Male","Married",4705
"1911",55,"Female","Married",4408
"1912",64,"Male","Divorced",5418
"1913",48,"Male","Single",4116
"1914",45,"Female","Single",4307
"1915",87,"Male","Widowed",5262
"1916",47,"Female","Single",4110
"1917",36,"Female","Married",3747
"1918",25,"Male","Single",3302
"1919",82,"Male","Married",4258
"1920",36,"Female","Single",3324
"1921",74,"Female","Widowed",5095
"1922",46,"Female","Married",4371
"1923",27,"Male","Single",3209
"1924",21,"Male","Single",2883
"1925",68,"Female","Married",5238
"1926",67,"Male","Married",5196
"1927",22,"Male","Single",3119
"1928",69,"Female","Married",4901
"1929",51,"Female","Married",4067
"1930",36,"Female","Single",3106
"1931",34,"Female","Divorced",3041
"1932",30,"Female","Married",3852
"1933",21,"Male","Single",2374
"1934",52,"Female","Married",4231
"1935",43,"Male","Single",4045
"1936",29,"Female","Single",3478
"1937",58,"Female","Divorced",4028
"1938",38,"Male","Married",3016
"1939",53,"Female","Married",4594
"1940",60,"Female","Married",4726
"1941",80,"Male","Widowed",5413
"1942",28,"Male","Single",2819
"1943",61,"Female","Widowed",4945
"1944",48,"Male","Married",4148
"1945",23,"Male","Single",2875
"1946",23,"Male","Single",2891
"1947",48,"Male","Single",3117
"1948",62,"Female","Single",5833
"1949",49,"Male","Divorced",4403
"1950",45,"Female","Married",4192
"1951",67,"Male","Divorced",4805
"1952",25,"Male","Single",3353
"1953",56,"Male","Married",4595
"1954",69,"Female","Married",5160
"1955",28,"Female","Single",2290
"1956",41,"Male","Single",4197
"1957",60,"Female","Married",4995
"1958",40,"Female","Married",4521
"1959",18,"Male","Single",2395
"1960",39,"Male","Single",2962
"1961",45,"Female","Married",4627
"1962",34,"Female","Married",3900
"1963",53,"Male","Married",3954
"1964",61,"Female","Married",5039
"1965",52,"Female","Married",4392
"1966",89,"Male","Widowed",5078
"1967",45,"Male","Married",4334
"1968",26,"Female","Single",3904
"1969",76,"Female","Widowed",5492
"1970",57,"Female","Single",4875
"1971",25,"Male","Single",2542
"1972",61,"Female","Single",4445
"1973",56,"Male","Married",4240
"1974",24,"Male","Married",2882
"1975",54,"Female","Widowed",3968
"1976",68,"Male","Married",4731
"1977",42,"Male","Married",4418
"1978",29,"Male","Single",3272
"1979",41,"Female","Single",4098
"1980",65,"Female","Widowed",5816
"1981",37,"Male","Single",2924
"1982",64,"Male","Married",4825
"1983",44,"Male","Divorced",3790
"1984",71,"Female","Married",4415
"1985",18,"Male","Single",2489
"1986",57,"Male","Married",4387
"1987",49,"Female","Divorced",3713
"1988",35,"Male","Married",3939
"1989",49,"Female","Married",4061
"1990",20,"Female","Single",2160
"1991",47,"Female","Married",3272
"1992",37,"Female","Divorced",3924
"1993",68,"Male","Married",4547
"1994",21,"Male","Single",2477
"1995",72,"Female","Married",5158
"1996",32,"Female","Single",3207
"1997",34,"Male","Single",2919
"1998",50,"Male","Single",3531
"1999",30,"Male","Married",3763
"2000",32,"Female","Single",3658
"2001",24,"Male","Single",3065
"2002",66,"Female","Married",5092
"2003",78,"Male","Married",5577
"2004",25,"Male","Single",2839
"2005",61,"Female","Married",4632
"2006",58,"Female","Divorced",4874
"2007",24,"Male","Single",2483
"2008",26,"Female","Single",3183
"2009",80,"Female","Divorced",5187
"2010",35,"Male","Single",3946
"2011",88,"Male","Widowed",5080
"2012",24,"Male","Single",2512
"2013",38,"Female","Married",3667
"2014",61,"Female","Married",4654
"2015",45,"Female","Divorced",4608
"2016",62,"Female","Married",5105
"2017",18,"Male","Single",1989
"2018",49,"Male","Married",4789
"2019",46,"Male","Married",3801
"2020",81,"Female","Widowed",5526
"2021",51,"Male","Single",4561
"2022",55,"Female","Married",5236
"2023",58,"Male","Widowed",4915
"2024",69,"Female","Married",4832
"2025",62,"Male","Divorced",5011
"2026",66,"Male","Married",4782
"2027",72,"Male","Widowed",4393
"2028",32,"Male","Single",2776
"2029",35,"Female","Single",3916
"2030",44,"Male","Married",3683
"2031",60,"Female","Married",4408
"2032",52,"Female","Married",4000
"2033",50,"Male","Married",3848
"2034",43,"Female","Single",4033
"2035",79,"Female","Married",4979
"2036",29,"Female","Single",2978
"2037",24,"Female","Single",2794
"2038",47,"Male","Married",3762
"2039",52,"Female","Married",4183
"2040",49,"Male","Single",5094
"2041",29,"Female","Single",2681
"2042",64,"Male","Married",4845
"2043",56,"Male","Married",4411
"2044",20,"Female","Single",2719
"2045",66,"Male","Married",5775
"2046",23,"Female","Single",2982
"2047",32,"Female","Single",3637
"2048",23,"Male","Single",3389
"2049",27,"Male","Single",2726
"2050",64,"Female","Married",4119
"2051",28,"Female","Married",3169
"2052",23,"Male","Single",3203
"2053",76,"Female","Married",5551
"2054",29,"Female","Married",3451
"2055",57,"Female","Single",4816
"2056",73,"Female","Single",5019
"2057",74,"Male","Married",4777
"2058",84,"Female","Married",5089
"2059",43,"Female","Married",3632
"2060",50,"Female","Single",4746
"2061",65,"Male","Married",5530
"2062",23,"Female","Single",2582
"2063",77,"Female","Married",4625
"2064",74,"Male","Married",5161
"2065",23,"Male","Single",2179
"2066",52,"Female","Married",4017
"2067",64,"Female","Married",4642
"2068",51,"Male","Divorced",4629
"2069",47,"Female","Divorced",3860
"2070",53,"Female","Single",4574
"2071",75,"Female","Married",5134
"2072",37,"Female","Single",4432
"2073",61,"Female","Single",5345
"2074",48,"Male","Married",3384
"2075",53,"Male","Divorced",3861
"2076",41,"Female","Divorced",4150
"2077",56,"Male","Married",4018
"2078",45,"Female","Married",4095
"2079",28,"Female","Single",2459
"2080",24,"Male","Single",3110
"2081",75,"Female","Married",4715
"2082",57,"Male","Divorced",4407
"2083",63,"Male","Single",4737
"2084",44,"Male","Married",4380
"2085",20,"Female","Single",2329
"2086",31,"Male","Married",2832
"2087",46,"Male","Married",4528
"2088",48,"Female","Married",4455
"2089",31,"Male","Single",3530
"2090",53,"Male","Single",3800
"2091",63,"Male","Married",5257
"2092",38,"Female","Single",3560
"2093",34,"Male","Single",3125
"2094",78,"Male","Divorced",4707
"2095",68,"Male","Married",4724
"2096",59,"Female","Married",3998
"2097",44,"Female","Married",3820
"2098",49,"Male","Divorced",4505
"2099",70,"Female","Widowed",5143
"2100",53,"Female","Divorced",3864
"2101",26,"Male","Single",2947
"2102",71,"Female","Widowed",5137
"2103",82,"Female","Married",4966
"2104",53,"Male","Married",4016
"2105",33,"Male","Married",3328
"2106",32,"Female","Single",3373
"2107",37,"Female","Single",3636
"2108",50,"Female","Single",5085
"2109",31,"Female","Married",3470
"2110",33,"Male","Single",3801
"2111",34,"Female","Single",2853
"2112",53,"Male","Married",4123
"2113",27,"Female","Single",3338
"2114",68,"Female","Married",5327
"2115",55,"Female","Widowed",4810
"2116",30,"Female","Single",3118
"2117",57,"Female","Married",4531
"2118",26,"Female","Single",2778
"2119",45,"Female","Married",5357
"2120",56,"Female","Married",4914
"2121",96,"Male","Widowed",5088
"2122",34,"Female","Single",3654
"2123",28,"Male","Single",3049
"2124",23,"Female","Single",2464
"2125",48,"Female","Single",4670
"2126",38,"Female","Single",3648
"2127",53,"Female","Single",4271
"2128",22,"Female","Single",2031
"2129",25,"Male","Single",2972
"2130",59,"Female","Divorced",4604
"2131",57,"Male","Married",4714
"2132",21,"Male","Single",3066
"2133",68,"Male","Married",4379
"2134",66,"Male","Married",4419
"2135",43,"Female","Married",4603
"2136",74,"Male","Divorced",4918
"2137",36,"Female","Single",3297
"2138",19,"Female","Single",2095
"2139",20,"Female","Single",2729
"2140",59,"Female","Married",4710
"2141",80,"Male","Married",4497
"2142",37,"Female","Married",3319
"2143",62,"Male","Married",4916
"2144",48,"Male","Married",4413
"2145",26,"Male","Single",2598
"2146",64,"Male","Married",4833
"2147",43,"Female","Married",3835
"2148",56,"Male","Married",4362
"2149",74,"Female","Married",5725
"2150",82,"Female","Widowed",6090
"2151",39,"Female","Single",3867
"2152",82,"Male","Divorced",4710
"2153",45,"Male","Married",4209
"2154",40,"Male","Single",4254
"2155",54,"Male","Divorced",4791
"2156",53,"Male","Single",4513
"2157",84,"Female","Widowed",5002
"2158",50,"Female","Married",4147
"2159",21,"Male","Married",3045
"2160",22,"Female","Single",2818
"2161",48,"Female","Married",3342
"2162",45,"Female","Single",3979
"2163",53,"Male","Married",5214
"2164",87,"Male","Widowed",4897
"2165",69,"Male","Married",4760
"2166",28,"Male","Single",3565
"2167",43,"Male","Married",3168
"2168",34,"Male","Single",3588
"2169",36,"Male","Married",3938
"2170",35,"Male","Married",4386
"2171",52,"Female","Divorced",4076
"2172",39,"Female","Single",3503
"2173",22,"Male","Single",2996
"2174",52,"Male","Single",4581
"2175",93,"Female","Widowed",4765
"2176",24,"Female","Single",2156
"2177",36,"Male","Married",3761
"2178",67,"Female","Divorced",4083
"2179",30,"Female","Married",3535
"2180",41,"Female","Married",3934
"2181",22,"Male","Single",2532
"2182",25,"Female","Single",3093
"2183",24,"Male","Single",2532
"2184",73,"Male","Married",5449
"2185",61,"Male","Single",5249
"2186",70,"Female","Married",4857
"2187",63,"Male","Married",5437
"2188",42,"Male","Married",4417
"2189",53,"Male","Divorced",4211
"2190",76,"Female","Married",4579
"2191",29,"Male","Single",3496
"2192",48,"Female","Divorced",4313
"2193",72,"Female","Married",5284
"2194",55,"Male","Married",4931
"2195",47,"Female","Married",4410
"2196",27,"Male","Single",3496
"2197",60,"Female","Married",5474
"2198",42,"Female","Divorced",3872
"2199",51,"Male","Single",4862
"2200",27,"Male","Single",3347
"2201",64,"Female","Married",5319
"2202",59,"Male","Married",5580
"2203",45,"Male","Married",4998
"2204",59,"Female","Married",4472
"2205",41,"Male","Married",4313
"2206",62,"Male","Married",4685
"2207",93,"Female","Divorced",5008
"2208",39,"Female","Married",4279
"2209",38,"Male","Single",3752
"2210",57,"Female","Single",4361
"2211",34,"Male","Single",3272
"2212",68,"Male","Married",5513
"2213",68,"Male","Married",5062
"2214",30,"Male","Single",3164
"2215",41,"Male","Married",3899
"2216",45,"Female","Single",4873
"2217",32,"Female","Married",3670
"2218",39,"Male","Divorced",3719
"2219",55,"Male","Divorced",4083
"2220",60,"Female","Married",4281
"2221",71,"Female","Divorced",5016
"2222",46,"Male","Married",3059
"2223",85,"Female","Divorced",4066
"2224",39,"Female","Married",3506
"2225",61,"Female","Divorced",5029
"2226",45,"Male","Married",4127
"2227",48,"Female","Divorced",3654
"2228",35,"Male","Divorced",3450
"2229",46,"Female","Married",4132
"2230",43,"Female","Divorced",4301
"2231",33,"Female","Single",3313
"2232",43,"Female","Married",3819
"2233",67,"Female","Divorced",4719
"2234",65,"Male","Married",5199
"2235",57,"Female","Married",4505
"2236",21,"Male","Single",2265
"2237",23,"Female","Single",3080
"2238",42,"Female","Single",4555
"2239",77,"Female","Widowed",5148
"2240",58,"Male","Divorced",4357
"2241",53,"Male","Married",3352
"2242",66,"Male","Married",4955
"2243",73,"Male","Single",5384
"2244",49,"Male","Married",3655
"2245",49,"Female","Single",4317
"2246",26,"Female","Single",2965
"2247",39,"Male","Married",3439
"2248",64,"Female","Married",4894
"2249",30,"Male","Married",3682
"2250",36,"Female","Divorced",3658
"2251",26,"Male","Single",2769
"2252",65,"Male","Married",4531
"2253",54,"Male","Divorced",4006
"2254",79,"Male","Married",4438
"2255",60,"Male","Married",5868
"2256",20,"Female","Single",2413
"2257",25,"Female","Single",3145
"2258",41,"Female","Single",4061
"2259",32,"Male","Single",3816
"2260",59,"Female","Divorced",4274
"2261",41,"Male","Divorced",4282
"2262",25,"Female","Single",2840
"2263",72,"Female","Married",4837
"2264",42,"Male","Single",4819
"2265",74,"Male","Divorced",4811
"2266",64,"Male","Divorced",5200
"2267",33,"Female","Single",4044
"2268",81,"Male","Married",4875
"2269",73,"Female","Divorced",3797
"2270",73,"Female","Divorced",5033
"2271",39,"Male","Single",3570
"2272",71,"Male","Widowed",5471
"2273",31,"Female","Married",3246
"2274",56,"Female","Single",4322
"2275",61,"Male","Married",4611
"2276",69,"Female","Married",4505
"2277",74,"Female","Single",5138
"2278",29,"Male","Married",3577
"2279",38,"Female","Married",4173
"2280",24,"Female","Single",2927
"2281",59,"Female","Married",5931
"2282",34,"Female","Single",3286
"2283",34,"Male","Single",2946
"2284",36,"Female","Married",3962
"2285",37,"Male","Married",4001
"2286",28,"Female","Single",2888
"2287",83,"Female","Widowed",4682
"2288",55,"Female","Married",4442
"2289",69,"Male","Married",4306
"2290",45,"Female","Married",3956
"2291",56,"Female","Married",4276
"2292",83,"Female","Widowed",4523
"2293",71,"Male","Married",4310
"2294",62,"Female","Divorced",4615
"2295",76,"Male","Married",5692
"2296",67,"Male","Married",4835
"2297",20,"Male","Single",2397
"2298",28,"Female","Married",2206
"2299",63,"Male","Married",4598
"2300",63,"Female","Married",5123
"2301",72,"Male","Married",5076
"2302",78,"Male","Married",5198
"2303",91,"Female","Widowed",4801
"2304",29,"Female","Single",3276
"2305",69,"Female","Single",4830
"2306",35,"Male","Married",3648
"2307",26,"Male","Single",3305
"2308",78,"Female","Married",4858
"2309",39,"Female","Divorced",4539
"2310",61,"Male","Married",5320
"2311",58,"Male","Married",4831
"2312",22,"Female","Single",2767
"2313",51,"Male","Divorced",4369
"2314",74,"Female","Married",5022
"2315",62,"Male","Single",5466
"2316",29,"Male","Single",2453
"2317",45,"Female","Married",3947
"2318",78,"Male","Widowed",4409
"2319",23,"Male","Single",2407
"2320",39,"Female","Divorced",3339
"2321",62,"Female","Married",5141
"2322",64,"Female","Married",5335
"2323",61,"Female","Married",4133
"2324",22,"Female","Single",3023
"2325",41,"Male","Married",4487
"2326",32,"Female","Single",3879
"2327",63,"Male","Married",5880
"2328",30,"Male","Single",3638
"2329",35,"Female","Married",3908
"2330",71,"Female","Married",4758
"2331",35,"Female","Married",3364
"2332",23,"Male","Single",2559
"2333",74,"Male","Married",4612
"2334",49,"Female","Single",3490
"2335",18,"Male","Single",2765
"2336",47,"Female","Divorced",4077
"2337",34,"Female","Married",2953
"2338",51,"Female","Single",3798
"2339",65,"Female","Married",5385
"2340",30,"Male","Single",3387
"2341",32,"Female","Married",3156
"2342",55,"Female","Married",4736
"2343",53,"Female","Married",5154
"2344",53,"Female","Married",3762
"2345",30,"Male","Single",3427
"2346",72,"Male","Single",4360
"2347",22,"Female","Single",2503
"2348",27,"Female","Single",3483
"2349",60,"Male","Divorced",5374
"2350",37,"Female","Married",3914
"2351",51,"Male","Single",4025
"2352",34,"Male","Married",4309
"2353",56,"Female","Married",4976
"2354",70,"Female","Married",5612
"2355",28,"Female","Single",3715
"2356",39,"Female","Married",2466
"2357",80,"Female","Married",4113
"2358",52,"Male","Married",4298
"2359",23,"Female","Single",2690
"2360",25,"Male","Single",3161
"2361",66,"Male","Divorced",5208
"2362",48,"Female","Single",3919
"2363",37,"Female","Single",4110
"2364",56,"Female","Widowed",4240
"2365",32,"Female","Single",3051
"2366",33,"Male","Single",2958
"2367",76,"Male","Divorced",4085
"2368",35,"Female","Married",4017
"2369",24,"Female","Single",2415
"2370",40,"Female","Single",3668
"2371",94,"Female","Widowed",5250
"2372",53,"Female","Single",4868
"2373",74,"Male","Widowed",5275
"2374",34,"Female","Married",3274
"2375",45,"Male","Married",4191
"2376",32,"Female","Married",3004
"2377",59,"Male","Married",4650
"2378",57,"Male","Married",4336
"2379",41,"Male","Married",3998
"2380",49,"Male","Married",3735
"2381",47,"Female","Married",4450
"2382",30,"Female","Divorced",3120
"2383",75,"Female","Married",4734
"2384",34,"Male","Married",3434
"2385",77,"Female","Married",4754
"2386",61,"Female","Divorced",4812
"2387",32,"Female","Married",3753
"2388",69,"Male","Married",5227
"2389",68,"Male","Married",6094
"2390",43,"Female","Married",3831
"2391",22,"Female","Single",2103
"2392",72,"Male","Divorced",4757
"2393",61,"Female","Married",4981
"2394",74,"Male","Widowed",4984
"2395",60,"Male","Divorced",5344
"2396",58,"Female","Married",4221
"2397",74,"Female","Married",4928
"2398",66,"Male","Married",5055
"2399",38,"Male","Married",3538
"2400",71,"Female","Divorced",4741
"2401",32,"Male","Single",4180
"2402",23,"Male","Single",2578
"2403",36,"Female","Divorced",3503
"2404",21,"Male","Single",2379
"2405",32,"Female","Single",3440
"2406",24,"Female","Single",2568
"2407",23,"Male","Single",2552
"2408",61,"Male","Married",4925
"2409",95,"Male","Widowed",5088
"2410",24,"Female","Single",2738
"2411",28,"Female","Single",2900
"2412",57,"Male","Married",4289
"2413",40,"Female","Single",4145
"2414",45,"Female","Married",4093
"2415",64,"Female","Married",5397
"2416",75,"Female","Married",5259
"2417",43,"Female","Single",4089
"2418",60,"Female","Divorced",4971
"2419",69,"Female","Widowed",5148
"2420",35,"Male","Single",4512
"2421",42,"Female","Married",4027
"2422",58,"Female","Divorced",4545
"2423",72,"Male","Married",4801
"2424",56,"Male","Divorced",4738
"2425",46,"Female","Married",4034
"2426",64,"Male","Married",4475
"2427",54,"Female","Married",3980
"2428",59,"Male","Married",4083
"2429",55,"Female","Divorced",3728
"2430",25,"Male","Single",3113
"2431",63,"Male","Married",4466
"2432",62,"Female","Married",5689
"2433",63,"Female","Divorced",5358
"2434",69,"Female","Single",4972
"2435",71,"Female","Married",4728
"2436",36,"Male","Married",3853
"2437",38,"Male","Married",3764
"2438",41,"Male","Single",3967
"2439",25,"Male","Single",3264
"2440",47,"Female","Single",3845
"2441",61,"Male","Divorced",4785
"2442",36,"Male","Single",3553
"2443",48,"Female","Single",3351
"2444",68,"Female","Married",4723
"2445",19,"Female","Single",2347
"2446",22,"Female","Single",2845
"2447",28,"Male","Single",2920
"2448",54,"Male","Married",4019
"2449",77,"Female","Widowed",4613
"2450",69,"Male","Married",4508
"2451",61,"Female","Divorced",5049
"2452",54,"Female","Single",4336
"2453",59,"Female","Married",4284
"2454",27,"Male","Single",2946
"2455",40,"Female","Divorced",4107
"2456",35,"Male","Married",4094
"2457",22,"Male","Single",2158
"2458",78,"Female","Married",5252
"2459",56,"Female","Single",4557
"2460",39,"Female","Married",3112
"2461",33,"Male","Married",3764
"2462",74,"Male","Married",4861
"2463",26,"Male","Single",3191
"2464",75,"Female","Married",5128
"2465",31,"Female","Married",2928
"2466",30,"Male","Single",3741
"2467",95,"Male","Widowed",4736
"2468",21,"Female","Single",2740
"2469",52,"Male","Divorced",4513
"2470",20,"Female","Single",3113
"2471",70,"Female","Married",4690
"2472",43,"Female","Single",4061
"2473",27,"Female","Single",3120
"2474",43,"Female","Married",4478
"2475",90,"Female","Widowed",5421
"2476",52,"Male","Single",4178
"2477",43,"Female","Married",4301
"2478",83,"Male","Widowed",5550
"2479",31,"Male","Married",3574
"2480",57,"Female","Divorced",4493
"2481",78,"Male","Married",5517
"2482",56,"Female","Married",4313
"2483",35,"Male","Single",3998
"2484",31,"Male","Single",3582
"2485",24,"Male","Single",2777
"2486",55,"Male","Married",4663
"2487",55,"Female","Married",4040
"2488",51,"Male","Single",3818
"2489",59,"Male","Widowed",3954
"2490",76,"Female","Married",5155
"2491",56,"Female","Married",4623
"2492",64,"Male","Divorced",5107
"2493",29,"Male","Married",3488
"2494",79,"Male","Widowed",5712
"2495",28,"Female","Married",2704
"2496",82,"Male","Widowed",4963
"2497",51,"Male","Married",3984
"2498",93,"Female","Widowed",5507
"2499",24,"Male","Single",2281
"2500",64,"Female","Divorced",5593
"2501",40,"Female","Single",3611
"2502",57,"Male","Married",5263
"2503",32,"Female","Married",3903
"2504",80,"Female","Married",4717
"2505",29,"Male","Married",3539
"2506",47,"Male","Single",3806
"2507",29,"Male","Single",3073
"2508",57,"Female","Married",4441
"2509",40,"Female","Single",3653
"2510",76,"Male","Divorced",5041
"2511",28,"Female","Single",2800
"2512",42,"Female","Divorced",3707
"2513",69,"Female","Married",5096
"2514",40,"Male","Single",3905
"2515",85,"Male","Married",4665
"2516",53,"Female","Married",4110
"2517",41,"Male","Divorced",3565
"2518",35,"Female","Married",3529
"2519",65,"Female","Divorced",4852
"2520",75,"Female","Married",4476
"2521",33,"Female","Single",2805
"2522",78,"Male","Married",4365
"2523",62,"Male","Divorced",5097
"2524",80,"Male","Widowed",5102
"2525",70,"Male","Married",5197
"2526",82,"Male","Married",5174
"2527",25,"Female","Single",2612
"2528",50,"Male","Divorced",4397
"2529",54,"Male","Married",4087
"2530",82,"Male","Widowed",5573
"2531",50,"Male","Divorced",4058
"2532",67,"Female","Married",5499
"2533",22,"Male","Single",3348
"2534",44,"Female","Married",4351
"2535",26,"Female","Single",3425
"2536",19,"Male","Single",2503
"2537",60,"Male","Married",4527
"2538",34,"Female","Married",3447
"2539",66,"Male","Married",5339
"2540",71,"Female","Married",4988
"2541",67,"Male","Married",4059
"2542",42,"Male","Married",4421
"2543",52,"Female","Married",4276
"2544",57,"Female","Married",3509
"2545",36,"Female","Married",4065
"2546",41,"Female","Single",3878
"2547",54,"Female","Married",4276
"2548",30,"Female","Single",3602
"2549",65,"Male","Married",5211
"2550",57,"Male","Married",4920
"2551",66,"Female","Married",5060
"2552",46,"Female","Single",4939
"2553",33,"Female","Married",3434
"2554",60,"Male","Single",5357
"2555",71,"Female","Divorced",4457
"2556",27,"Male","Single",2980
"2557",48,"Male","Married",4477
"2558",41,"Male","Married",4076
"2559",90,"Female","Widowed",5318
"2560",32,"Female","Single",3002
"2561",72,"Female","Married",4434
"2562",38,"Female","Married",3943
"2563",63,"Female","Widowed",4870
"2564",66,"Male","Married",5366
"2565",31,"Male","Single",3753
"2566",36,"Female","Married",4059
"2567",82,"Male","Married",5121
"2568",42,"Female","Married",4471
"2569",74,"Male","Widowed",5309
"2570",43,"Male","Married",4326
"2571",59,"Female","Married",4845
"2572",55,"Female","Married",4922
"2573",51,"Female","Divorced",4470
"2574",84,"Male","Married",4833
"2575",28,"Male","Single",3102
"2576",42,"Male","Married",3907
"2577",42,"Female","Single",4319
"2578",40,"Female","Married",3969
"2579",65,"Male","Divorced",4229
"2580",50,"Female","Divorced",4321
"2581",74,"Female","Married",5197
"2582",46,"Female","Married",4629
"2583",36,"Male","Single",3744
"2584",63,"Female","Married",4945
"2585",26,"Female","Single",3068
"2586",70,"Female","Divorced",4672
"2587",64,"Male","Married",4815
"2588",62,"Female","Divorced",5118
"2589",74,"Female","Married",5063
"2590",26,"Female","Single",3589
"2591",39,"Female","Married",3493
"2592",68,"Female","Married",5796
"2593",64,"Male","Single",5829
"2594",47,"Male","Divorced",4419
"2595",61,"Female","Married",5395
"2596",65,"Female","Single",4610
"2597",57,"Female","Married",4806
"2598",30,"Female","Married",3338
"2599",31,"Male","Single",3021
"2600",82,"Male","Married",4540
"2601",21,"Male","Single",2432
"2602",26,"Male","Single",3247
"2603",46,"Female","Single",4704
"2604",85,"Male","Married",5421
"2605",22,"Female","Single",2694
"2606",28,"Female","Single",3414
"2607",33,"Female","Single",3002
"2608",73,"Female","Single",4770
"2609",76,"Male","Married",5022
"2610",39,"Female","Single",4295
"2611",26,"Male","Single",2549
"2612",58,"Female","Married",4792
"2613",51,"Male","Married",4556
"2614",73,"Female","Married",4744
"2615",22,"Female","Single",2965
"2616",39,"Female","Single",3761
"2617",37,"Female","Single",3329
"2618",23,"Female","Single",2558
"2619",38,"Female","Single",3531
"2620",73,"Female","Married",5260
"2621",36,"Female","Single",3715
"2622",28,"Male","Married",3147
"2623",85,"Female","Married",4599
"2624",66,"Female","Married",5361
"2625",24,"Male","Single",2011
"2626",38,"Male","Married",3295
"2627",41,"Male","Married",4040
"2628",77,"Female","Married",5119
