"","age","gender","status"
"1825",65,"Female","Married"
"1826",22,"Male","Single"
"1827",70,"Female","Married"
"1828",23,"Male","Single"
"1829",54,"Male","Single"
"1830",19,"Female","Single"
"1831",78,"Female","Widowed"
"1832",49,"Female","Divorced"
"1833",59,"Female","Married"
"1834",74,"Male","Married"
"1835",19,"Male","Single"
"1836",41,"Female","Married"
"1837",64,"Female","Divorced"
"1838",24,"Female","Single"
"1839",22,"Female","Single"
"1840",24,"Female","Single"
"1841",48,"Male","Single"
"1842",35,"Female","Single"
"1843",45,"Female","Single"
"1844",37,"Male","Married"
"1845",30,"Male","Single"
"1846",53,"Female","Divorced"
"1847",57,"Female","Married"
"1848",52,"Male","Divorced"
"1849",83,"Male","Widowed"
"1850",59,"Female","Married"
"1851",46,"Female","Single"
"1852",34,"Female","Single"
"1853",48,"Male","Single"
"1854",47,"Female","Married"
"1855",41,"Male","Single"
"1856",31,"Male","Married"
"1857",22,"Male","Single"
"1858",60,"Female","Married"
"1859",28,"Female","Single"
"1860",30,"Female","Single"
"1861",24,"Female","Single"
"1862",20,"Male","Single"
"1863",31,"Female","Single"
"1864",18,"Male","Single"
"1865",78,"Female","Married"
"1866",61,"Female","Divorced"
"1867",71,"Male","Married"
"1868",33,"Female","Single"
"1869",60,"Male","Widowed"
"1870",28,"Female","Single"
"1871",53,"Male","Divorced"
"1872",42,"Male","Single"
"1873",43,"Female","Married"
"1874",95,"Female","Widowed"
"1875",73,"Female","Single"
"1876",68,"Female","Married"
"1877",67,"Male","Divorced"
"1878",58,"Female","Married"
"1879",58,"Female","Married"
"1880",65,"Female","Divorced"
"1881",51,"Male","Single"
"1882",51,"Female","Married"
"1883",33,"Male","Single"
"1884",35,"Female","Single"
"1885",43,"Male","Single"
"1886",34,"Female","Single"
"1887",46,"Male","Divorced"
"1888",40,"Male","Single"
"1889",54,"Male","Married"
"1890",32,"Female","Single"
"1891",38,"Male","Married"
"1892",74,"Female","Married"
"1893",62,"Female","Single"
"1894",31,"Female","Single"
"1895",75,"Male","Married"
"1896",69,"Male","Married"
"1897",49,"Female","Married"
"1898",60,"Male","Married"
"1899",20,"Female","Single"
"1900",30,"Female","Single"
"1901",19,"Male","Single"
"1902",74,"Female","Married"
"1903",59,"Male","Divorced"
"1904",21,"Female","Single"
"1905",89,"Female","Widowed"
"1906",57,"Female","Married"
"1907",35,"Male","Married"
"1908",42,"Female","Married"
"1909",22,"Female","Single"
"1910",57,"Male","Married"
"1911",55,"Female","Married"
"1912",64,"Male","Divorced"
"1913",48,"Male","Single"
"1914",45,"Female","Single"
"1915",87,"Male","Widowed"
"1916",47,"Female","Single"
"1917",36,"Female","Married"
"1918",25,"Male","Single"
"1919",82,"Male","Married"
"1920",36,"Female","Single"
"1921",74,"Female","Widowed"
"1922",46,"Female","Married"
"1923",27,"Male","Single"
"1924",21,"Male","Single"
"1925",68,"Female","Married"
"1926",67,"Male","Married"
"1927",22,"Male","Single"
"1928",69,"Female","Married"
"1929",51,"Female","Married"
"1930",36,"Female","Single"
"1931",34,"Female","Divorced"
"1932",30,"Female","Married"
"1933",21,"Male","Single"
"1934",52,"Female","Married"
"1935",43,"Male","Single"
"1936",29,"Female","Single"
"1937",58,"Female","Divorced"
"1938",38,"Male","Married"
"1939",53,"Female","Married"
"1940",60,"Female","Married"
"1941",80,"Male","Widowed"
"1942",28,"Male","Single"
"1943",61,"Female","Widowed"
"1944",48,"Male","Married"
"1945",23,"Male","Single"
"1946",23,"Male","Single"
"1947",48,"Male","Single"
"1948",62,"Female","Single"
"1949",49,"Male","Divorced"
"1950",45,"Female","Married"
"1951",67,"Male","Divorced"
"1952",25,"Male","Single"
"1953",56,"Male","Married"
"1954",69,"Female","Married"
"1955",28,"Female","Single"
"1956",41,"Male","Single"
"1957",60,"Female","Married"
"1958",40,"Female","Married"
"1959",18,"Male","Single"
"1960",39,"Male","Single"
"1961",45,"Female","Married"
"1962",34,"Female","Married"
"1963",53,"Male","Married"
"1964",61,"Female","Married"
"1965",52,"Female","Married"
"1966",89,"Male","Widowed"
"1967",45,"Male","Married"
"1968",26,"Female","Single"
"1969",76,"Female","Widowed"
"1970",57,"Female","Single"
"1971",25,"Male","Single"
"1972",61,"Female","Single"
"1973",56,"Male","Married"
"1974",24,"Male","Married"
"1975",54,"Female","Widowed"
"1976",68,"Male","Married"
"1977",42,"Male","Married"
"1978",29,"Male","Single"
"1979",41,"Female","Single"
"1980",65,"Female","Widowed"
"1981",37,"Male","Single"
"1982",64,"Male","Married"
"1983",44,"Male","Divorced"
"1984",71,"Female","Married"
"1985",18,"Male","Single"
"1986",57,"Male","Married"
"1987",49,"Female","Divorced"
"1988",35,"Male","Married"
"1989",49,"Female","Married"
"1990",20,"Female","Single"
"1991",47,"Female","Married"
"1992",37,"Female","Divorced"
"1993",68,"Male","Married"
"1994",21,"Male","Single"
"1995",72,"Female","Married"
"1996",32,"Female","Single"
"1997",34,"Male","Single"
"1998",50,"Male","Single"
"1999",30,"Male","Married"
"2000",32,"Female","Single"
"2001",24,"Male","Single"
"2002",66,"Female","Married"
"2003",78,"Male","Married"
"2004",25,"Male","Single"
"2005",61,"Female","Married"
"2006",58,"Female","Divorced"
"2007",24,"Male","Single"
"2008",26,"Female","Single"
"2009",80,"Female","Divorced"
"2010",35,"Male","Single"
"2011",88,"Male","Widowed"
"2012",24,"Male","Single"
"2013",38,"Female","Married"
"2014",61,"Female","Married"
"2015",45,"Female","Divorced"
"2016",62,"Female","Married"
"2017",18,"Male","Single"
"2018",49,"Male","Married"
"2019",46,"Male","Married"
"2020",81,"Female","Widowed"
"2021",51,"Male","Single"
"2022",55,"Female","Married"
"2023",58,"Male","Widowed"
"2024",69,"Female","Married"
"2025",62,"Male","Divorced"
"2026",66,"Male","Married"
"2027",72,"Male","Widowed"
"2028",32,"Male","Single"
"2029",35,"Female","Single"
"2030",44,"Male","Married"
"2031",60,"Female","Married"
"2032",52,"Female","Married"
"2033",50,"Male","Married"
"2034",43,"Female","Single"
"2035",79,"Female","Married"
"2036",29,"Female","Single"
"2037",24,"Female","Single"
"2038",47,"Male","Married"
"2039",52,"Female","Married"
"2040",49,"Male","Single"
"2041",29,"Female","Single"
"2042",64,"Male","Married"
"2043",56,"Male","Married"
"2044",20,"Female","Single"
"2045",66,"Male","Married"
"2046",23,"Female","Single"
"2047",32,"Female","Single"
"2048",23,"Male","Single"
"2049",27,"Male","Single"
"2050",64,"Female","Married"
"2051",28,"Female","Married"
"2052",23,"Male","Single"
"2053",76,"Female","Married"
"2054",29,"Female","Married"
"2055",57,"Female","Single"
"2056",73,"Female","Single"
"2057",74,"Male","Married"
"2058",84,"Female","Married"
"2059",43,"Female","Married"
"2060",50,"Female","Single"
"2061",65,"Male","Married"
"2062",23,"Female","Single"
"2063",77,"Female","Married"
"2064",74,"Male","Married"
"2065",23,"Male","Single"
"2066",52,"Female","Married"
"2067",64,"Female","Married"
"2068",51,"Male","Divorced"
"2069",47,"Female","Divorced"
"2070",53,"Female","Single"
"2071",75,"Female","Married"
"2072",37,"Female","Single"
"2073",61,"Female","Single"
"2074",48,"Male","Married"
"2075",53,"Male","Divorced"
"2076",41,"Female","Divorced"
"2077",56,"Male","Married"
"2078",45,"Female","Married"
"2079",28,"Female","Single"
"2080",24,"Male","Single"
"2081",75,"Female","Married"
"2082",57,"Male","Divorced"
"2083",63,"Male","Single"
"2084",44,"Male","Married"
"2085",20,"Female","Single"
"2086",31,"Male","Married"
"2087",46,"Male","Married"
"2088",48,"Female","Married"
"2089",31,"Male","Single"
"2090",53,"Male","Single"
"2091",63,"Male","Married"
"2092",38,"Female","Single"
"2093",34,"Male","Single"
"2094",78,"Male","Divorced"
"2095",68,"Male","Married"
"2096",59,"Female","Married"
"2097",44,"Female","Married"
"2098",49,"Male","Divorced"
"2099",70,"Female","Widowed"
"2100",53,"Female","Divorced"
"2101",26,"Male","Single"
"2102",71,"Female","Widowed"
"2103",82,"Female","Married"
"2104",53,"Male","Married"
"2105",33,"Male","Married"
"2106",32,"Female","Single"
"2107",37,"Female","Single"
"2108",50,"Female","Single"
"2109",31,"Female","Married"
"2110",33,"Male","Single"
"2111",34,"Female","Single"
"2112",53,"Male","Married"
"2113",27,"Female","Single"
"2114",68,"Female","Married"
"2115",55,"Female","Widowed"
"2116",30,"Female","Single"
"2117",57,"Female","Married"
"2118",26,"Female","Single"
"2119",45,"Female","Married"
"2120",56,"Female","Married"
"2121",96,"Male","Widowed"
"2122",34,"Female","Single"
"2123",28,"Male","Single"
"2124",23,"Female","Single"
"2125",48,"Female","Single"
"2126",38,"Female","Single"
"2127",53,"Female","Single"
"2128",22,"Female","Single"
"2129",25,"Male","Single"
"2130",59,"Female","Divorced"
"2131",57,"Male","Married"
"2132",21,"Male","Single"
"2133",68,"Male","Married"
"2134",66,"Male","Married"
"2135",43,"Female","Married"
"2136",74,"Male","Divorced"
"2137",36,"Female","Single"
"2138",19,"Female","Single"
"2139",20,"Female","Single"
"2140",59,"Female","Married"
"2141",80,"Male","Married"
"2142",37,"Female","Married"
"2143",62,"Male","Married"
"2144",48,"Male","Married"
"2145",26,"Male","Single"
"2146",64,"Male","Married"
"2147",43,"Female","Married"
"2148",56,"Male","Married"
"2149",74,"Female","Married"
"2150",82,"Female","Widowed"
"2151",39,"Female","Single"
"2152",82,"Male","Divorced"
"2153",45,"Male","Married"
"2154",40,"Male","Single"
"2155",54,"Male","Divorced"
"2156",53,"Male","Single"
"2157",84,"Female","Widowed"
"2158",50,"Female","Married"
"2159",21,"Male","Married"
"2160",22,"Female","Single"
"2161",48,"Female","Married"
"2162",45,"Female","Single"
"2163",53,"Male","Married"
"2164",87,"Male","Widowed"
"2165",69,"Male","Married"
"2166",28,"Male","Single"
"2167",43,"Male","Married"
"2168",34,"Male","Single"
"2169",36,"Male","Married"
"2170",35,"Male","Married"
"2171",52,"Female","Divorced"
"2172",39,"Female","Single"
"2173",22,"Male","Single"
"2174",52,"Male","Single"
"2175",93,"Female","Widowed"
"2176",24,"Female","Single"
"2177",36,"Male","Married"
"2178",67,"Female","Divorced"
"2179",30,"Female","Married"
"2180",41,"Female","Married"
"2181",22,"Male","Single"
"2182",25,"Female","Single"
"2183",24,"Male","Single"
"2184",73,"Male","Married"
"2185",61,"Male","Single"
"2186",70,"Female","Married"
"2187",63,"Male","Married"
"2188",42,"Male","Married"
"2189",53,"Male","Divorced"
"2190",76,"Female","Married"
"2191",29,"Male","Single"
"2192",48,"Female","Divorced"
"2193",72,"Female","Married"
"2194",55,"Male","Married"
"2195",47,"Female","Married"
"2196",27,"Male","Single"
"2197",60,"Female","Married"
"2198",42,"Female","Divorced"
"2199",51,"Male","Single"
"2200",27,"Male","Single"
"2201",64,"Female","Married"
"2202",59,"Male","Married"
"2203",45,"Male","Married"
"2204",59,"Female","Married"
"2205",41,"Male","Married"
"2206",62,"Male","Married"
"2207",93,"Female","Divorced"
"2208",39,"Female","Married"
"2209",38,"Male","Single"
"2210",57,"Female","Single"
"2211",34,"Male","Single"
"2212",68,"Male","Married"
"2213",68,"Male","Married"
"2214",30,"Male","Single"
"2215",41,"Male","Married"
"2216",45,"Female","Single"
"2217",32,"Female","Married"
"2218",39,"Male","Divorced"
"2219",55,"Male","Divorced"
"2220",60,"Female","Married"
"2221",71,"Female","Divorced"
"2222",46,"Male","Married"
"2223",85,"Female","Divorced"
"2224",39,"Female","Married"
"2225",61,"Female","Divorced"
"2226",45,"Male","Married"
"2227",48,"Female","Divorced"
"2228",35,"Male","Divorced"
"2229",46,"Female","Married"
"2230",43,"Female","Divorced"
"2231",33,"Female","Single"
"2232",43,"Female","Married"
"2233",67,"Female","Divorced"
"2234",65,"Male","Married"
"2235",57,"Female","Married"
"2236",21,"Male","Single"
"2237",23,"Female","Single"
"2238",42,"Female","Single"
"2239",77,"Female","Widowed"
"2240",58,"Male","Divorced"
"2241",53,"Male","Married"
"2242",66,"Male","Married"
"2243",73,"Male","Single"
"2244",49,"Male","Married"
"2245",49,"Female","Single"
"2246",26,"Female","Single"
"2247",39,"Male","Married"
"2248",64,"Female","Married"
"2249",30,"Male","Married"
"2250",36,"Female","Divorced"
"2251",26,"Male","Single"
"2252",65,"Male","Married"
"2253",54,"Male","Divorced"
"2254",79,"Male","Married"
"2255",60,"Male","Married"
"2256",20,"Female","Single"
"2257",25,"Female","Single"
"2258",41,"Female","Single"
"2259",32,"Male","Single"
"2260",59,"Female","Divorced"
"2261",41,"Male","Divorced"
"2262",25,"Female","Single"
"2263",72,"Female","Married"
"2264",42,"Male","Single"
"2265",74,"Male","Divorced"
"2266",64,"Male","Divorced"
"2267",33,"Female","Single"
"2268",81,"Male","Married"
"2269",73,"Female","Divorced"
"2270",73,"Female","Divorced"
"2271",39,"Male","Single"
"2272",71,"Male","Widowed"
"2273",31,"Female","Married"
"2274",56,"Female","Single"
"2275",61,"Male","Married"
"2276",69,"Female","Married"
"2277",74,"Female","Single"
"2278",29,"Male","Married"
"2279",38,"Female","Married"
"2280",24,"Female","Single"
"2281",59,"Female","Married"
"2282",34,"Female","Single"
"2283",34,"Male","Single"
"2284",36,"Female","Married"
"2285",37,"Male","Married"
"2286",28,"Female","Single"
"2287",83,"Female","Widowed"
"2288",55,"Female","Married"
"2289",69,"Male","Married"
"2290",45,"Female","Married"
"2291",56,"Female","Married"
"2292",83,"Female","Widowed"
"2293",71,"Male","Married"
"2294",62,"Female","Divorced"
"2295",76,"Male","Married"
"2296",67,"Male","Married"
"2297",20,"Male","Single"
"2298",28,"Female","Married"
"2299",63,"Male","Married"
"2300",63,"Female","Married"
"2301",72,"Male","Married"
"2302",78,"Male","Married"
"2303",91,"Female","Widowed"
"2304",29,"Female","Single"
"2305",69,"Female","Single"
"2306",35,"Male","Married"
"2307",26,"Male","Single"
"2308",78,"Female","Married"
"2309",39,"Female","Divorced"
"2310",61,"Male","Married"
"2311",58,"Male","Married"
"2312",22,"Female","Single"
"2313",51,"Male","Divorced"
"2314",74,"Female","Married"
"2315",62,"Male","Single"
"2316",29,"Male","Single"
"2317",45,"Female","Married"
"2318",78,"Male","Widowed"
"2319",23,"Male","Single"
"2320",39,"Female","Divorced"
"2321",62,"Female","Married"
"2322",64,"Female","Married"
"2323",61,"Female","Married"
"2324",22,"Female","Single"
"2325",41,"Male","Married"
"2326",32,"Female","Single"
"2327",63,"Male","Married"
"2328",30,"Male","Single"
"2329",35,"Female","Married"
"2330",71,"Female","Married"
"2331",35,"Female","Married"
"2332",23,"Male","Single"
"2333",74,"Male","Married"
"2334",49,"Female","Single"
"2335",18,"Male","Single"
"2336",47,"Female","Divorced"
"2337",34,"Female","Married"
"2338",51,"Female","Single"
"2339",65,"Female","Married"
"2340",30,"Male","Single"
"2341",32,"Female","Married"
"2342",55,"Female","Married"
"2343",53,"Female","Married"
"2344",53,"Female","Married"
"2345",30,"Male","Single"
"2346",72,"Male","Single"
"2347",22,"Female","Single"
"2348",27,"Female","Single"
"2349",60,"Male","Divorced"
"2350",37,"Female","Married"
"2351",51,"Male","Single"
"2352",34,"Male","Married"
"2353",56,"Female","Married"
"2354",70,"Female","Married"
"2355",28,"Female","Single"
"2356",39,"Female","Married"
"2357",80,"Female","Married"
"2358",52,"Male","Married"
"2359",23,"Female","Single"
"2360",25,"Male","Single"
"2361",66,"Male","Divorced"
"2362",48,"Female","Single"
"2363",37,"Female","Single"
"2364",56,"Female","Widowed"
"2365",32,"Female","Single"
"2366",33,"Male","Single"
"2367",76,"Male","Divorced"
"2368",35,"Female","Married"
"2369",24,"Female","Single"
"2370",40,"Female","Single"
"2371",94,"Female","Widowed"
"2372",53,"Female","Single"
"2373",74,"Male","Widowed"
"2374",34,"Female","Married"
"2375",45,"Male","Married"
"2376",32,"Female","Married"
"2377",59,"Male","Married"
"2378",57,"Male","Married"
"2379",41,"Male","Married"
"2380",49,"Male","Married"
"2381",47,"Female","Married"
"2382",30,"Female","Divorced"
"2383",75,"Female","Married"
"2384",34,"Male","Married"
"2385",77,"Female","Married"
"2386",61,"Female","Divorced"
"2387",32,"Female","Married"
"2388",69,"Male","Married"
"2389",68,"Male","Married"
"2390",43,"Female","Married"
"2391",22,"Female","Single"
"2392",72,"Male","Divorced"
"2393",61,"Female","Married"
"2394",74,"Male","Widowed"
"2395",60,"Male","Divorced"
"2396",58,"Female","Married"
"2397",74,"Female","Married"
"2398",66,"Male","Married"
"2399",38,"Male","Married"
"2400",71,"Female","Divorced"
"2401",32,"Male","Single"
"2402",23,"Male","Single"
"2403",36,"Female","Divorced"
"2404",21,"Male","Single"
"2405",32,"Female","Single"
"2406",24,"Female","Single"
"2407",23,"Male","Single"
"2408",61,"Male","Married"
"2409",95,"Male","Widowed"
"2410",24,"Female","Single"
"2411",28,"Female","Single"
"2412",57,"Male","Married"
"2413",40,"Female","Single"
"2414",45,"Female","Married"
"2415",64,"Female","Married"
"2416",75,"Female","Married"
"2417",43,"Female","Single"
"2418",60,"Female","Divorced"
"2419",69,"Female","Widowed"
"2420",35,"Male","Single"
"2421",42,"Female","Married"
"2422",58,"Female","Divorced"
"2423",72,"Male","Married"
"2424",56,"Male","Divorced"
"2425",46,"Female","Married"
"2426",64,"Male","Married"
"2427",54,"Female","Married"
"2428",59,"Male","Married"
"2429",55,"Female","Divorced"
"2430",25,"Male","Single"
"2431",63,"Male","Married"
"2432",62,"Female","Married"
"2433",63,"Female","Divorced"
"2434",69,"Female","Single"
"2435",71,"Female","Married"
"2436",36,"Male","Married"
"2437",38,"Male","Married"
"2438",41,"Male","Single"
"2439",25,"Male","Single"
"2440",47,"Female","Single"
"2441",61,"Male","Divorced"
"2442",36,"Male","Single"
"2443",48,"Female","Single"
"2444",68,"Female","Married"
"2445",19,"Female","Single"
"2446",22,"Female","Single"
"2447",28,"Male","Single"
"2448",54,"Male","Married"
"2449",77,"Female","Widowed"
"2450",69,"Male","Married"
"2451",61,"Female","Divorced"
"2452",54,"Female","Single"
"2453",59,"Female","Married"
"2454",27,"Male","Single"
"2455",40,"Female","Divorced"
"2456",35,"Male","Married"
"2457",22,"Male","Single"
"2458",78,"Female","Married"
"2459",56,"Female","Single"
"2460",39,"Female","Married"
"2461",33,"Male","Married"
"2462",74,"Male","Married"
"2463",26,"Male","Single"
"2464",75,"Female","Married"
"2465",31,"Female","Married"
"2466",30,"Male","Single"
"2467",95,"Male","Widowed"
"2468",21,"Female","Single"
"2469",52,"Male","Divorced"
"2470",20,"Female","Single"
"2471",70,"Female","Married"
"2472",43,"Female","Single"
"2473",27,"Female","Single"
"2474",43,"Female","Married"
"2475",90,"Female","Widowed"
"2476",52,"Male","Single"
"2477",43,"Female","Married"
"2478",83,"Male","Widowed"
"2479",31,"Male","Married"
"2480",57,"Female","Divorced"
"2481",78,"Male","Married"
"2482",56,"Female","Married"
"2483",35,"Male","Single"
"2484",31,"Male","Single"
"2485",24,"Male","Single"
"2486",55,"Male","Married"
"2487",55,"Female","Married"
"2488",51,"Male","Single"
"2489",59,"Male","Widowed"
"2490",76,"Female","Married"
"2491",56,"Female","Married"
"2492",64,"Male","Divorced"
"2493",29,"Male","Married"
"2494",79,"Male","Widowed"
"2495",28,"Female","Married"
"2496",82,"Male","Widowed"
"2497",51,"Male","Married"
"2498",93,"Female","Widowed"
"2499",24,"Male","Single"
"2500",64,"Female","Divorced"
"2501",40,"Female","Single"
"2502",57,"Male","Married"
"2503",32,"Female","Married"
"2504",80,"Female","Married"
"2505",29,"Male","Married"
"2506",47,"Male","Single"
"2507",29,"Male","Single"
"2508",57,"Female","Married"
"2509",40,"Female","Single"
"2510",76,"Male","Divorced"
"2511",28,"Female","Single"
"2512",42,"Female","Divorced"
"2513",69,"Female","Married"
"2514",40,"Male","Single"
"2515",85,"Male","Married"
"2516",53,"Female","Married"
"2517",41,"Male","Divorced"
"2518",35,"Female","Married"
"2519",65,"Female","Divorced"
"2520",75,"Female","Married"
"2521",33,"Female","Single"
"2522",78,"Male","Married"
"2523",62,"Male","Divorced"
"2524",80,"Male","Widowed"
"2525",70,"Male","Married"
"2526",82,"Male","Married"
"2527",25,"Female","Single"
"2528",50,"Male","Divorced"
"2529",54,"Male","Married"
"2530",82,"Male","Widowed"
"2531",50,"Male","Divorced"
"2532",67,"Female","Married"
"2533",22,"Male","Single"
"2534",44,"Female","Married"
"2535",26,"Female","Single"
"2536",19,"Male","Single"
"2537",60,"Male","Married"
"2538",34,"Female","Married"
"2539",66,"Male","Married"
"2540",71,"Female","Married"
"2541",67,"Male","Married"
"2542",42,"Male","Married"
"2543",52,"Female","Married"
"2544",57,"Female","Married"
"2545",36,"Female","Married"
"2546",41,"Female","Single"
"2547",54,"Female","Married"
"2548",30,"Female","Single"
"2549",65,"Male","Married"
"2550",57,"Male","Married"
"2551",66,"Female","Married"
"2552",46,"Female","Single"
"2553",33,"Female","Married"
"2554",60,"Male","Single"
"2555",71,"Female","Divorced"
"2556",27,"Male","Single"
"2557",48,"Male","Married"
"2558",41,"Male","Married"
"2559",90,"Female","Widowed"
"2560",32,"Female","Single"
"2561",72,"Female","Married"
"2562",38,"Female","Married"
"2563",63,"Female","Widowed"
"2564",66,"Male","Married"
"2565",31,"Male","Single"
"2566",36,"Female","Married"
"2567",82,"Male","Married"
"2568",42,"Female","Married"
"2569",74,"Male","Widowed"
"2570",43,"Male","Married"
"2571",59,"Female","Married"
"2572",55,"Female","Married"
"2573",51,"Female","Divorced"
"2574",84,"Male","Married"
"2575",28,"Male","Single"
"2576",42,"Male","Married"
"2577",42,"Female","Single"
"2578",40,"Female","Married"
"2579",65,"Male","Divorced"
"2580",50,"Female","Divorced"
"2581",74,"Female","Married"
"2582",46,"Female","Married"
"2583",36,"Male","Single"
"2584",63,"Female","Married"
"2585",26,"Female","Single"
"2586",70,"Female","Divorced"
"2587",64,"Male","Married"
"2588",62,"Female","Divorced"
"2589",74,"Female","Married"
"2590",26,"Female","Single"
"2591",39,"Female","Married"
"2592",68,"Female","Married"
"2593",64,"Male","Single"
"2594",47,"Male","Divorced"
"2595",61,"Female","Married"
"2596",65,"Female","Single"
"2597",57,"Female","Married"
"2598",30,"Female","Married"
"2599",31,"Male","Single"
"2600",82,"Male","Married"
"2601",21,"Male","Single"
"2602",26,"Male","Single"
"2603",46,"Female","Single"
"2604",85,"Male","Married"
"2605",22,"Female","Single"
"2606",28,"Female","Single"
"2607",33,"Female","Single"
"2608",73,"Female","Single"
"2609",76,"Male","Married"
"2610",39,"Female","Single"
"2611",26,"Male","Single"
"2612",58,"Female","Married"
"2613",51,"Male","Married"
"2614",73,"Female","Married"
"2615",22,"Female","Single"
"2616",39,"Female","Single"
"2617",37,"Female","Single"
"2618",23,"Female","Single"
"2619",38,"Female","Single"
"2620",73,"Female","Married"
"2621",36,"Female","Single"
"2622",28,"Male","Married"
"2623",85,"Female","Married"
"2624",66,"Female","Married"
"2625",24,"Male","Single"
"2626",38,"Male","Married"
"2627",41,"Male","Married"
"2628",77,"Female","Married"
"2629",25,"Male","Single"
"2630",45,"Male","Married"
"2631",75,"Female","Divorced"
"2632",60,"Male","Divorced"
"2633",25,"Male","Single"
"2634",57,"Male","Married"
"2635",45,"Female","Married"
"2636",54,"Male","Widowed"
"2637",35,"Male","Divorced"
"2638",81,"Female","Widowed"
"2639",61,"Male","Single"
"2640",63,"Male","Divorced"
"2641",49,"Female","Married"
"2642",58,"Female","Divorced"
"2643",22,"Male","Single"
"2644",27,"Male","Single"
"2645",36,"Male","Single"
"2646",36,"Male","Single"
"2647",22,"Female","Single"
"2648",66,"Female","Divorced"
"2649",52,"Male","Single"
"2650",58,"Male","Single"
"2651",61,"Female","Married"
"2652",61,"Male","Married"
"2653",47,"Female","Married"
"2654",37,"Male","Married"
"2655",54,"Male","Widowed"
"2656",20,"Male","Single"
"2657",49,"Female","Single"
"2658",63,"Male","Divorced"
"2659",53,"Female","Married"
"2660",42,"Male","Married"
"2661",75,"Male","Married"
"2662",58,"Male","Married"
"2663",73,"Male","Married"
"2664",67,"Male","Married"
"2665",50,"Female","Married"
"2666",57,"Male","Married"
"2667",37,"Male","Single"
"2668",37,"Male","Married"
"2669",24,"Female","Single"
"2670",54,"Male","Married"
"2671",33,"Male","Single"
"2672",32,"Male","Divorced"
"2673",21,"Male","Single"
"2674",44,"Female","Divorced"
"2675",33,"Female","Married"
"2676",59,"Male","Married"
"2677",57,"Female","Divorced"
"2678",26,"Female","Single"
"2679",58,"Male","Married"
"2680",39,"Female","Single"
"2681",32,"Female","Single"
"2682",39,"Female","Single"
"2683",81,"Female","Married"
"2684",52,"Female","Married"
"2685",46,"Female","Married"
"2686",56,"Female","Married"
"2687",67,"Male","Married"
"2688",39,"Female","Married"
"2689",29,"Male","Single"
"2690",47,"Male","Single"
"2691",53,"Male","Married"
"2692",53,"Female","Divorced"
"2693",58,"Female","Married"
"2694",76,"Male","Married"
"2695",69,"Male","Married"
"2696",21,"Female","Single"
"2697",29,"Female","Married"
"2698",48,"Female","Married"
"2699",80,"Male","Married"
"2700",80,"Female","Married"
"2701",30,"Male","Married"
"2702",47,"Male","Married"
"2703",28,"Male","Married"
"2704",54,"Male","Married"
"2705",50,"Female","Married"
"2706",73,"Male","Divorced"
"2707",59,"Female","Single"
"2708",42,"Male","Married"
"2709",20,"Male","Single"
"2710",31,"Male","Married"
"2711",71,"Male","Married"
"2712",87,"Female","Widowed"
"2713",20,"Female","Single"
"2714",86,"Female","Married"
"2715",82,"Female","Married"
"2716",66,"Female","Married"
"2717",43,"Male","Single"
"2718",64,"Female","Single"
"2719",86,"Female","Widowed"
"2720",80,"Male","Widowed"
"2721",26,"Female","Single"
"2722",51,"Male","Single"
"2723",47,"Female","Divorced"
"2724",52,"Female","Married"
"2725",37,"Female","Married"
"2726",73,"Female","Single"
"2727",32,"Male","Single"
"2728",34,"Male","Single"
"2729",19,"Female","Single"
"2730",32,"Male","Single"
"2731",53,"Female","Married"
"2732",25,"Male","Single"
"2733",84,"Female","Married"
"2734",90,"Female","Widowed"
"2735",59,"Female","Divorced"
"2736",26,"Female","Single"
"2737",66,"Female","Single"
"2738",38,"Female","Single"
"2739",41,"Female","Married"
"2740",59,"Male","Married"
"2741",49,"Female","Married"
"2742",33,"Male","Single"
"2743",52,"Female","Single"
"2744",32,"Male","Single"
"2745",25,"Male","Single"
"2746",75,"Female","Married"
"2747",57,"Female","Married"
"2748",45,"Male","Single"
"2749",19,"Female","Single"
"2750",39,"Male","Divorced"
"2751",51,"Female","Married"
"2752",24,"Male","Single"
"2753",65,"Male","Married"
"2754",42,"Male","Single"
"2755",40,"Female","Divorced"
"2756",57,"Male","Single"
"2757",43,"Female","Married"
"2758",27,"Female","Single"
"2759",63,"Male","Divorced"
"2760",63,"Male","Divorced"
"2761",48,"Male","Single"
"2762",56,"Male","Married"
"2763",55,"Male","Divorced"
"2764",66,"Male","Married"
"2765",66,"Male","Divorced"
"2766",50,"Female","Single"
"2767",26,"Female","Single"
"2768",27,"Male","Single"
"2769",53,"Male","Single"
"2770",24,"Female","Single"
"2771",64,"Male","Single"
"2772",67,"Female","Widowed"
"2773",50,"Female","Divorced"
"2774",25,"Female","Single"
"2775",65,"Male","Married"
"2776",89,"Female","Widowed"
"2777",24,"Female","Single"
"2778",30,"Female","Single"
"2779",48,"Male","Married"
"2780",26,"Female","Single"
"2781",48,"Male","Single"
"2782",78,"Male","Widowed"
"2783",84,"Male","Married"
"2784",44,"Male","Single"
"2785",69,"Female","Widowed"
"2786",80,"Female","Married"
"2787",76,"Male","Married"
"2788",74,"Female","Widowed"
"2789",71,"Female","Married"
"2790",21,"Female","Single"
"2791",31,"Male","Married"
"2792",43,"Female","Married"
"2793",48,"Male","Married"
"2794",49,"Male","Single"
"2795",52,"Female","Married"
"2796",77,"Male","Married"
"2797",63,"Female","Married"
